a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20
1648.6,1750.3,1812.5,1839.7,1845.2,1851.2,1856.8,1860.4,1861.1,1854.6,1839.9,1831.8,1834.9,1843,1856.3,2057.5,2065.5,2104.2,2075.5,2102.5
1728,1792.1,1857.9,1860.3,1863.5,1865.2,1865.4,1859.9,1849.4,1848.2,1851.2,1862.6,1879.4,1895.9,1912,1923.7,1935.8,1942.6,1951.8,1960.1
1722.7,1758.1,1761.8,1765,1767.8,1769.9,1769.5,1761.3,1757.7,1755.1,1752.3,1755.7,1780.8,1779.4,1787.9,1893.6,2298.7,2231.9,2225.9,2191.8
1859,1865.6,1868.1,1873.1,1872.9,1875,1875,1862.5,1866.1,1868,1877.9,1888,1907.8,1925.6,1957.6,1982.1,1991.6,2005.1,2005.9,2008.6
1794.8,1836,1832.8,1864.9,1869.3,1872.1,1873.7,1874.6,1875.6,1866,1858.1,1860.6,1869.3,1877.3,1885.6,1892.2,1939.5,1998.8,2155.2,2202.4
1819.2,1827.2,1831,1834.3,1837.8,1840.8,1837.6,1830.4,1817.2,1811.2,1816.1,1831.3,1854.2,1879.6,1899.4,1914.9,2005.2,2092.7,2124,2148.6
1412.9,1544.7,1550.8,1577.5,1576.9,1579.4,1576.7,1574.6,1574.5,1567.5,1563.2,1564.5,1568.6,1569,1869.1,2500.3,2527.9,2733.4,2917.6,2981.9
1557.2,1633.2,1634.8,1639.1,1635.3,1633,1632.8,1628.2,1628.4,1633.1,1632.6,1639.4,1640.5,1645.3,1652.5,1655.4,1653.9,1657.4,1831.8,2166.2
1633.5,1761.3,1766.6,1767.8,1772.5,1774,1774,1770.1,1769.3,1762.1,1757.6,1754.5,1761.6,1767.6,1775.9,2186.3,1894.7,1860.3,1920,2108.1
1860.1,1862,1863.5,1865,1866.2,1868.2,1868.3,1864.5,1861.3,1862,1864.3,1870,1876.9,1883.9,1890.1,1895.3,1897.1,2078.3,2222.8,2440.6
1550.7,1643.9,1811.4,1838.9,1845.9,1846.8,1850.7,1886.4,1899.1,1898.9,1892.8,1897.6,1932.5,1964.1,1972.7,1977.2,1971.8,1971.2,2018,2167.2
1511.5,1754.5,1805.3,1958.6,1960,1960.7,1962.4,1958.2,1948.5,1937.2,1936.8,1949.4,1969.2,1988.9,2003.8,2055.6,2110.8,2376.7,2436.7,2380.2
1646.2,1805.9,1877.3,1911.1,1933.2,1935.8,1940.3,1938.5,1928.6,1922.6,1923.2,1931.6,1946.4,1959.1,1965.8,1989.3,1961.6,1956.9,1956.7,1958.6
1927.5,1929.5,1931.2,1931.8,1933.2,1934.1,1935.2,1930.8,1923.4,1922.2,1926,1930.2,1935.2,1944,1955.7,2018.1,2082,2544.5,2803.1,2911.5
1826.7,1876.1,1877.9,1881.4,1883.1,1884.8,1885.4,1878.7,1872.4,1867,1866,1870,1875.9,1884.7,1895.6,2091.5,2446.6,2334.4,2216.7,2314.2
1921.3,1923.1,1925.2,1926.6,1927,1926.4,1925.9,1924.9,1922.7,1923.6,1927.6,1933.7,1942.4,1952.7,1962.8,2102.2,2525.5,3042.9,2848,2761.8
1651.4,1683.2,1677.1,1692.2,1708.9,1683.3,1741.2,1838.6,1808.2,1809.7,1805.7,1789.1,1779.5,1779.4,1782.6,1782.5,1819.5,1852.3,1818.4,1923
1672.9,1741.8,1741,1744.8,1747.2,1751,1744.1,1738.7,1740.1,1742.5,1749.4,1755.6,1766,1773.4,1780.4,1784.1,1786.6,1790.6,2050.7,2187.5
1618.5,1763.3,1790.1,1826.4,1849.2,1851.5,1855.7,1853.4,1845.5,1838.3,1837.2,1846.4,1857.7,1892,2055.5,2052.9,2055.6,1918.1,1917.4,1866.7
1642.3,1864.8,1864.6,1868,1869.2,1867.4,1868,1862,1861.4,1860.7,1863.9,1869.1,1873.8,1880,1888.3,1893.8,1901,1909.3,1915.7,1920.4
1988.5,1994,2005.1,2009.8,2008.8,2018.5,2017.3,2020.3,2024.7,2019.8,2045.6,2066.2,2097.6,2298.9,2304.4,2332.2,2372.5,2456.3,2472.1,2562
1642.1,1648.4,1653.6,1659.4,1662.2,1662.3,1664,1661.2,1656.8,1655.2,1660.5,1668.3,1768.5,2129.2,2030.1,1943.9,2404.1,2574,2883.7,2969.8
2098.6,2133.4,2179.2,2185.8,2192,2195.8,2203.9,2215.9,2207.9,2205.9,2207.8,2219,2222.3,2233,2233.8,2238.5,2245.2,2245.1,2255.8,2292.1
