a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20
1910.2,1893.9,1988.1,2277.4,2736.7,2818.7,2845.5,2863.2,2878.1,2878.2,2820.7,2782.5,2799.1,2845.3,2928.4,3157.2,3229.3,3324.4,3344.5,3363.7
1865.3,2378.4,2862.8,2853.7,2859.6,2867.8,2877.2,2878.1,2857.4,2847.3,2853.6,2886.1,2939.4,2987.2,3035.8,3073.9,3110.8,3133.8,3159.4,3183.9
2367.6,2623.3,2624.5,2633.8,2644.9,2655.2,2659.9,2643.2,2636.3,2628.2,2621.8,2632.3,2702.4,2734.1,2794.2,2942.7,3474.6,3236.8,3237.1,3161.7
2461.9,2488.1,2511.4,2533,2547.9,2544.1,2543.7,2497.1,2511.3,2533.9,2556.8,2587.7,2633.6,2679.4,2774,2952.7,3065,3078.1,3087.6,3091.9
2189.1,2501.7,2718.6,2821.3,2898.8,2896.1,2898.7,2900,2909.2,2908.9,2891.1,2895,2921.6,2947.9,2971,2988.6,3052.8,3132.7,3353.3,3434.4
2621,2776.9,2777,2790,2801.6,2812.7,2812,2806.6,2759.8,2735.7,2767.7,2851.4,2954.5,3015.1,3049.6,3073.6,3179.9,3285.5,3323.8,3354.4
1757.7,2602.1,2838.7,3072.4,3066.1,3070.9,3077.4,3087.5,3094.6,3095.3,3066.2,3073.6,3110.7,3146,3360.6,3748.3,3770.9,3905.7,4013.1,4057.8
2031.3,2892,2961.9,2964,2973.8,2985.8,2987.4,2975.3,2977.2,2991,3018.3,3049.7,3086.2,3124,3156.9,3188.4,3215.7,3233.9,3387.2,3620.5
2058.8,2735.1,2792.5,2798.3,2814.4,2828,2840.6,2847.1,2851.8,2845.6,2815.8,2802.1,2833.2,2884.1,2951.6,3326.7,3148.7,3123.7,3159.1,3302.9
2513.2,2830.6,2826,2842,2860,2879.2,2892.2,2854.3,2824.4,2835.9,2879.5,2953,3036.3,3117,3176,3209.4,3228.3,3395.9,3536.9,3743.2
2056.8,2147.6,2466.3,2823.5,2833.9,2825.5,2846.5,2933.1,2924.6,2845,2855,2972,3040.7,3086.5,3105,3109.9,3109.3,3102.2,3143.6,3262.6
2151.9,2735.9,2747.1,2898.1,2897.5,2908.7,2918.6,2927.5,2911.9,2886.6,2880.8,2915,2970.7,3026.6,3076.1,3152.8,3233.3,3479.4,3733,3716
1995.7,2233.8,2552.6,2766.4,2783.9,2786.6,2804,2806.4,2783.8,2779.2,2763.8,2824.7,2901.1,2944.4,2960,2986.1,2954.5,2947.2,2947.3,2957.1
2687.8,2866.3,2868,2874.8,2883.6,2891.7,2899.3,2896.3,2872,2864.1,2876.3,2896.9,2924.9,2963,3009.3,3119.3,3222.1,3607.1,3828.4,3922.4
2555.4,2855.1,2843.7,2849,2856.1,2865.2,2875.2,2880.2,2873.7,2853.1,2848.2,2862.4,2887.6,2923.2,2965.3,3215.4,3555.9,3431.2,3320.6,3318.8
2850.4,2837.7,2841.2,2853.2,2861.7,2866.2,2869.4,2867.5,2857.8,2857.4,2872.3,2893.8,2924.2,2960.8,2996.7,3191.2,3704.7,4253.9,4022.2,3909.6
1846.7,1842.7,1850,1855.7,1851.7,2076.1,2682.8,2870.6,2834.2,2840.9,2848.6,2839.3,2814.4,2810.3,2818.2,2828.2,2879.6,2911.5,2879.7,3024
1779.7,1946,2534.4,2738,2782.5,2797,2810.7,2788.6,2773.8,2798.4,2833.7,2891.8,2959.9,3020.4,3076.3,3099.8,3148.6,3181.1,3322.3,3391.8
1946.5,2433.6,2680.3,2757.1,2849.3,2845.1,2857.9,2881,2883.2,2842.7,2856.5,2897.2,2930.7,2983.8,3139.2,3145.7,3134.2,3012,3009.8,2971.8
1953.6,2849.9,2871.1,2860.5,2867.8,2877.5,2886.2,2892.3,2883.1,2882.9,2886.3,2903.9,2924.8,2944.4,2961.9,2978.6,2995.5,3011.8,3030.7,3052.3
2578.7,2644.8,2660.4,2671.2,2683.7,2695.2,2710.5,2721.3,2711.8,2704.7,2754.6,2819.7,2894.8,3150.5,3270.6,3403,3446.6,3533.5,3528.9,3650.8
2360.3,2788.4,2790.4,2811.3,2834.6,2856.7,2874.4,2845.1,2823,2819,2867.8,2963.8,3048.8,3459.4,3419.2,3369,3647.4,3771.9,4029.9,4122.6
2431.3,2438.5,2509.7,2575.8,2667.6,2734.9,2739,2700.7,2698.5,2709.1,2733.9,2790.9,2836,2865.3,2882,2899.5,2910.2,2928.3,2955.8,3042.4
2348.5,2717.7,2853.1,2878.9,2920.4,2930.4,2936.6,2944.5,2945.9,2915.2,2909.6,2930.8,2974.4,3025.6,3269.8,3408.8,3287.4,3506.2,3828,3969.3
2596.2,2715.4,2779.1,2847.8,2964.4,2970.6,2971.3,2983.1,2991.7,2983.6,2988.3,3033.3,3107.5,3167.4,3214.2,3302.7,3364.5,3388.6,3446.9,3505.7
2231.9,2545.7,2672.6,3030.6,3043.9,3027.7,3055,3060,3041,3065.3,3059.6,3096.3,3162.4,3266.9,3306.4,3637.2,3455.8,3565.8,3574.8,3704.6
2931.6,2916.8,2918,2925,2934.7,2945.6,2958,2952.1,2908.3,2889.2,2927.5,3003.4,3065.5,3103,3126.3,3170.9,3176.1,3195.5,3242.6,3266.2
2353.8,2948.3,2920.4,2917.6,2924.7,2935,2946.3,2949.3,2932.6,2912.4,2911.4,2936.1,2978.8,3027.3,3075.8,3123.7,3247.3,3396.9,3601.2,3760.2
2772.5,2743.5,2655.6,2794.5,2916.8,2934.3,2989.8,2902.7,2867,2876.5,2893.1,2967.6,3045.2,3125,3189.2,3271.2,3370.3,3495.1,3596,3660
2547.5,2520.4,2939.6,2929.5,2935.3,2947.1,2964.3,2978.4,2978.7,2944.5,2927.4,2946.3,2997.1,3085.6,3213.3,3288.9,3376.3,3442.8,3471.8,3505.1
2579.6,2699.5,2740.7,2744.2,2753,2753.5,2709,2704.4,2731.6,2774.8,2831.6,2890.2,2941.2,2966.5,2993.3,3020.9,3049.2,3091.8,3155.3,3230.6
2800.6,2804.2,2811.4,2817.8,2824.6,2827.5,2816.1,2791.8,2799.5,2826.9,2880.3,2948.4,3010,3059.2,3163.2,3427,3436.3,3419.7,3379.1,3455.2
2626.3,2705.6,2739.2,2746.2,2753.8,2761,2761.9,2653.8,2680.2,2775.5,2865.3,2960.2,3015.7,3050.2,3077.3,3095.8,3104.1,3115.7,3129,3152.7
2784,2768.1,2773.1,2784,2793.3,2804.7,2770.8,2745.1,2766.9,2838.9,2940.2,2989.5,3015.9,3023.5,3018,3018.9,3020.8,3024,3070.2,3430.8
