time,f1,b1,f2,b2,f3,b3,f1p,f2p,f3p,f0,intensity,harmonicity
0.026000,419.3,36.7,1708.6,161.4,1948.5,71.9,420.8,1749.1,1978.2,211.7,74.9,19.7
0.028000,419.6,39.4,1728.3,159.6,1964.6,90.9,420.7,1749.4,1981.8,211.6,75,20.1
0.030000,419.6,40.6,1741.7,150.4,1984.8,102.2,420.5,1749.9,1987.7,211.5,75.1,20.7
0.032000,419.4,40.5,1749.9,140.6,2002.5,104.0,420.2,1750.6,1995.6,211.5,75.2,21.4
0.034000,419.2,40.1,1757.9,130.5,2017.2,103.1,419.9,1751.3,2005.1,211.4,75.3,21.7
0.036000,419.4,40.2,1765.8,122.1,2030.6,102.9,419.5,1751.9,2015.9,211.3,75.4,21.5
0.038000,419.9,40.7,1771.6,117.8,2044.5,101.8,419.1,1752.3,2027.6,211.2,75.4,20.6
0.040000,420.3,41.0,1773.8,118.5,2057.1,98.0,418.7,1752.4,2039.7,211.2,75.5,19.4
0.042000,420.2,40.8,1772.5,122.4,2066.6,92.4,418.3,1752.1,2051.8,211.1,75.6,18.3
0.044000,419.6,40.1,1768.8,126.2,2072.9,87.8,418,1751.3,2063.4,211,75.6,17.7
0.046000,418.8,39.1,1763.4,129.4,2077.5,85.6,417.6,1750,2074.3,211,75.7,18
0.048000,418.2,38.2,1756.7,133.9,2081.5,85.9,417.3,1748,2084.1,210.9,75.7,19.3
0.050000,417.7,37.2,1748.3,141.8,2085.5,88.2,417,1745.3,2092.7,210.8,75.7,21.1
0.052000,417.2,36.3,1738.6,151.9,2089.0,92.7,416.8,1741.9,2100,210.8,75.7,23
0.054000,416.7,35.1,1729.1,161.2,2091.6,99.5,416.7,1737.9,2106,210.7,75.7,24.7
0.056000,416.2,33.8,1721.0,166.6,2094.2,107.9,416.6,1733.3,2110.8,210.6,75.7,25.8
0.058000,416.0,32.9,1715.0,166.7,2099.0,117.4,416.5,1728.3,2114.6,210.6,75.7,26.6
0.060000,415.9,32.6,1710.6,163.2,2106.5,126.3,416.5,1722.9,2117.7,210.5,75.6,27.1
0.062000,415.8,32.5,1705.3,159.5,2114.9,134.8,416.5,1717.3,2120.3,210.5,75.6,27.6
0.064000,415.8,32.1,1699.2,157.9,2121.6,144.0,416.6,1711.6,2122.9,210.4,75.6,27.8
0.066000,415.6,31.2,1693.8,157.9,2125.3,155.9,416.6,1706.1,2125.7,210.4,75.5,28
0.068000,415.6,30.5,1691.7,155.3,2128.2,170.5,416.7,1701,2129.3,210.3,75.5,27.8
0.070000,415.9,30.6,1693.1,146.9,2135.2,185.3,416.8,1696.4,2133.8,210.3,75.5,27.5
0.072000,416.2,31.0,1695.1,135.0,2147.5,196.0,416.8,1692.4,2139.5,210.2,75.4,27.2
0.074000,416.5,31.4,1696.9,125.3,2161.2,201.1,416.8,1689.4,2146.7,210.2,75.4,27.1
0.076000,416.8,31.6,1699.3,119.0,2173.7,205.7,416.8,1687.3,2155.4,210.1,75.4,27.6
0.078000,417.0,31.6,1701.6,114.8,2184.4,212.5,416.8,1686.4,2165.6,210,75.4,28.6
0.080000,417.2,31.2,1703.1,110.5,2194.2,218.8,416.8,1686.8,2177.3,210,75.4,29.9
0.082000,417.2,30.5,1703.3,105.1,2203.5,221.4,416.8,1688.4,2190.4,209.9,75.4,31.1
0.084000,417.3,29.6,1702.2,99.0,2212.9,220.3,416.7,1691.4,2204.4,209.8,75.4,32
0.086000,417.3,28.9,1700.8,93.7,2222.2,217.7,416.7,1695.7,2219.3,209.7,75.4,32.2
0.088000,417.3,28.3,1699.8,90.5,2232.0,213.7,416.7,1701.3,2234.6,209.6,75.5,31.6
0.090000,417.3,28.1,1700.2,90.5,2242.3,208.4,416.7,1708.2,2249.9,209.5,75.5,30.7
0.092000,417.3,28.3,1703.4,94.7,2252.9,203.8,416.7,1716.3,2264.9,209.4,75.6,29.8
0.094000,417.3,29.0,1710.3,102.6,2263.4,202.5,416.8,1725.5,2279.3,209.3,75.7,29
0.096000,417.4,30.0,1721.5,112.8,2273.8,205.7,416.9,1735.6,2292.7,209.1,75.8,28.8
0.098000,417.5,31.1,1736.7,123.6,2284.3,213.5,417.1,1746.7,2304.9,209,75.8,29.1
0.100000,417.5,32.1,1753.5,132.3,2294.3,225.2,417.2,1758.6,2315.9,208.8,75.9,29.6
0.102000,417.6,33.0,1771.7,138.1,2304.7,240.5,417.4,1771.2,2325.6,208.6,76,30.1
0.104000,417.7,33.6,1790.3,140.3,2316.0,259.0,417.6,1784.3,2334,208.4,76.1,30.4
0.106000,417.8,33.8,1808.7,137.9,2329.1,278.3,417.8,1797.8,2341.3,208.2,76.2,30.2
0.108000,417.9,33.6,1825.6,130.9,2344.6,293.4,418,1811.8,2347.7,208,76.3,29.8
0.110000,417.8,32.9,1840.5,120.6,2362.6,297.6,418.2,1826,2353.6,207.8,76.4,29.2
0.112000,417.6,32.1,1852.0,111.4,2379.2,287.6,418.2,1840.5,2359.4,207.6,76.5,28.4
0.114000,417.2,31.5,1861.5,104.0,2393.7,267.0,418.2,1855.1,2365.5,207.3,76.6,27.6
