time,f1,b1,f2,b2,f3,b3,f1p,f2p,f3p,f0,intensity,harmonicity
0.025000,464.8,257.7,2579.4,258.7,3309.3,819.7,495.6,2559,3279.2,203.4,74.1,12.2
0.027000,478.9,287.1,2561.5,264.7,3312.5,785.3,500.8,2557.3,3275.2,202.9,73.9,12.1
0.029000,497.4,305.4,2550.0,281.8,3283.0,726.0,509.2,2554.3,3268.8,202.3,73.7,11.5
0.031000,519.8,316.6,2542.0,300.9,3243.0,664.6,520.7,2550.3,3260.2,201.8,73.5,10.8
0.033000,543.9,325.4,2534.2,308.5,3214.4,617.9,534.9,2545.4,3250,201.3,73.3,10.1
0.035000,567.6,335.9,2529.3,302.5,3204.9,595.0,551.5,2539.5,3238.6,200.7,73.2,9.9
0.037000,589.4,347.2,2528.8,292.6,3207.9,586.8,570,2532.9,3226.5,200.2,73.1,10.3
0.039000,609.4,354.8,2528.8,287.3,3211.8,576.2,590,2525.6,3214.4,199.6,73.1,11.1
0.041000,628.2,359.8,2526.0,291.3,3209.1,563.5,610.9,2517.7,3202.8,199,73.1,12.1
0.043000,646.1,366.6,2519.6,304.9,3200.3,558.1,632.3,2509.5,3192.2,198.5,73.1,12.9
0.045000,663.3,376.0,2509.9,323.7,3188.8,561.6,653.8,2500.8,3182.9,197.9,73.2,13.4
0.047000,679.3,384.0,2496.0,338.5,3177.0,567.3,674.9,2491.9,3175.3,197.4,73.2,13.6
0.049000,693.9,387.4,2477.1,340.8,3165.3,569.7,695.3,2482.7,3169.6,196.9,73.3,13.6
0.051000,707.6,387.4,2456.8,327.9,3155.4,569.7,714.7,2473.2,3165.8,196.3,73.4,13.4
0.053000,721.4,389.0,2441.4,305.5,3151.6,570.4,732.8,2463.5,3163.9,195.8,73.5,13.1
0.055000,737.1,400.1,2436.4,284.4,3159.3,577.5,749.6,2453.5,3163.6,195.3,73.7,12.6
0.057000,755.2,422.1,2440.8,271.1,3176.9,590.0,764.9,2443.2,3164.6,194.8,73.9,11.6
0.059000,773.9,444.9,2446.5,264.6,3192.2,596.6,778.7,2432.5,3166.7,194.4,74.1,10.3
0.061000,789.8,458.8,2444.4,260.6,3195.0,589.7,791.2,2421.3,3169.2,193.9,74.3,8.9
0.063000,801.0,463.1,2430.2,256.6,3185.2,569.2,802.3,2409.7,3171.8,193.5,74.4,7.9
0.065000,808.7,462.5,2407.0,251.0,3170.8,542.1,812.4,2397.4,3174,193.1,74.6,7.8
0.067000,815.9,463.0,2384.2,245.4,3161.8,521.2,821.5,2384.6,3175.3,192.7,74.6,8.9
0.069000,825.1,467.8,2367.5,243.7,3159.8,516.3,829.8,2371.1,3175.5,192.4,74.7,11
0.071000,835.8,474.5,2354.8,247.0,3159.8,525.4,837.7,2357,3174.2,192,74.8,13.4
0.073000,846.0,480.1,2341.4,253.6,3158.7,537.9,845.1,2342.4,3171.3,191.7,74.9,15.5
0.075000,855.1,484.4,2325.4,262.2,3159.0,547.2,852.4,2327.3,3166.8,191.4,74.9,16.7
0.077000,863.0,488.1,2307.6,271.1,3162.7,553.6,859.6,2311.8,3160.6,191.1,74.9,16.8
0.079000,869.8,488.0,2288.3,276.7,3165.5,553.0,866.9,2296,3153,190.9,75,16
0.081000,876.0,485.2,2268.8,277.2,3161.4,542.8,874.3,2280.1,3144.3,190.6,75.1,14.9
0.083000,883.1,487.0,2252.0,274.7,3149.3,531.5,881.7,2264.2,3134.9,190.4,75.1,13.9
0.085000,892.1,498.2,2239.8,272.2,3132.2,530.5,889.2,2248.5,3125.1,190.2,75.3,13.4
0.087000,903.1,517.8,2231.6,271.8,3115.6,544.2,896.7,2233.3,3115.4,190.1,75.4,13.6
0.089000,914.9,536.2,2224.8,272.0,3102.8,561.6,904.1,2218.6,3106.3,189.9,75.6,14.2
0.091000,923.8,537.5,2215.5,266.7,3091.2,561.4,911.3,2204.6,3098.1,189.8,75.7,15
0.093000,927.4,517.5,2201.6,253.5,3077.9,539.6,918,2191.5,3091.2,189.7,75.8,15.7
0.095000,927.2,491.2,2185.6,237.9,3066.2,516.1,924.2,2179.4,3085.9,189.6,75.9,16.2
0.097000,926.6,472.9,2171.0,225.9,3061.3,504.5,929.7,2168.3,3082.3,189.5,75.9,16.4
0.099000,927.2,466.0,2159.9,219.0,3065.0,501.7,934.3,2158.3,3080.6,189.5,75.9,16.5
0.101000,929.1,469.0,2152.0,216.6,3074.5,502.3,938,2149.5,3080.6,189.4,76,16.6
0.103000,932.2,481.4,2145.8,216.7,3088.2,507.1,940.6,2141.7,3082.2,189.4,76,16.6
0.105000,935.8,498.1,2139.4,214.5,3105.2,515.6,942.1,2134.9,3085.2,189.4,76.1,16.6
0.107000,937.9,507.6,2131.8,206.6,3121.1,520.4,942.5,2129.1,3089.1,189.4,76.1,16.7
0.109000,936.7,500.2,2123.1,194.5,3128.1,512.0,941.7,2124.1,3093.7,189.4,76.2,16.7
0.111000,932.2,478.1,2114.3,183.2,3121.7,487.7,939.9,2119.9,3098.4,189.4,76.2,16.7
0.113000,926.8,452.2,2106.6,175.5,3106.9,455.5,937,2116.2,3102.9,189.5,76.2,16.7
0.115000,923.3,432.4,2101.7,170.9,3095.9,430.8,933.1,2113,3106.8,189.5,76.2,16.7
0.117000,922.2,421.6,2100.4,167.0,3096.0,423.2,928.5,2110.2,3109.7,189.6,76.2,16.7
0.119000,921.8,416.9,2101.0,162.6,3102.6,428.0,923.2,2107.6,3111.4,189.6,76.2,16.7
0.121000,920.6,415.6,2101.9,158.9,3104.6,433.0,917.5,2105.2,3111.6,189.7,76.2,16.7
0.123000,918.2,415.1,2102.2,156.6,3096.1,429.7,911.4,2102.9,3110.4,189.8,76.2,16.8
0.125000,915.1,413.1,2102.3,155.0,3082.7,418.3,905.2,2100.6,3107.7,189.8,76.1,16.8
0.127000,912.5,414.7,2103.2,155.0,3076.5,409.7,899,2098.4,3103.8,189.9,76.1,16.9
0.129000,911.5,433.5,2106.2,160.7,3085.2,420.5,893,2096.2,3098.8,190,76,17
0.131000,910.4,469.6,2109.5,172.6,3102.6,451.3,887.3,2094.1,3093.1,190,75.8,17.2
0.133000,904.9,498.4,2108.4,184.3,3109.4,481.7,882.1,2092.1,3087,190.1,75.7,17.3
0.135000,895.1,509.1,2102.1,191.2,3101.5,495.3,877.5,2090.3,3080.9,190.2,75.5,17.4
0.137000,884.2,507.9,2094.0,192.8,3088.9,489.6,873.6,2088.7,3075.3,190.2,75.3,17.7
0.139000,872.8,505.7,2086.7,192.1,3078.4,476.3,870.4,2087.4,3070.5,190.3,75.1,18.1
0.141000,859.4,516.2,2080.8,194.7,3071.3,471.4,868.2,2086.4,3066.8,190.3,74.8,18.5
0.143000,841.0,542.0,2074.3,202.9,3062.9,479.1,866.8,2085.8,3064.5,190.4,74.5,18.5
0.145000,815.5,568.6,2064.3,212.4,3046.2,484.1,866.3,2085.6,3063.7,190.4,74.1,18
