time,f1,b1,f2,b2,f3,b3,f1p,f2p,f3p,f0,intensity,harmonicity
0.025000,369.7,61.6,2338.0,313.7,3017.6,253.8,382.1,2363.2,2960,204.7,72.2,6
0.027000,376.6,61.5,2355.6,316.6,2988.3,306.4,382.2,2362,2951.3,204.7,72.6,7.6
0.029000,381.6,60.7,2358.7,319.4,2939.2,348.2,382.3,2360.1,2937.2,204.6,73,9.5
0.031000,384.5,60.1,2353.1,307.3,2901.0,359.5,382.6,2357.5,2918,204.5,73.3,11.3
0.033000,386.1,60.8,2348.8,281.1,2881.1,363.2,382.9,2354.2,2894.5,204.4,73.6,13
0.035000,386.9,63.0,2348.7,254.1,2873.8,372.0,383.2,2350.4,2867.3,204.3,73.9,14.2
0.037000,387.5,66.1,2350.4,237.1,2860.9,396.0,383.6,2346.1,2837.2,204.2,74.1,15
0.039000,387.9,68.3,2353.5,242.9,2822.0,435.0,384.1,2341.3,2805.2,204.1,74.3,15.4
0.041000,388.0,67.9,2356.4,274.3,2755.1,450.8,384.5,2336.2,2772.2,204,74.5,15.6
0.043000,387.8,65.0,2353.3,327.9,2681.6,408.8,385,2330.7,2739.1,203.9,74.7,15.6
0.045000,387.4,61.0,2339.2,376.2,2635.7,340.6,385.5,2325,2706.9,203.8,74.8,15.7
0.047000,387.1,57.2,2320.9,394.7,2612.4,289.0,386,2319,2676.2,203.6,74.9,15.7
0.049000,387.1,55.1,2310.1,377.7,2603.9,270.3,386.6,2312.7,2647.9,203.5,75,15.6
0.051000,387.5,54.4,2305.7,336.1,2605.3,274.2,387,2306,2622.5,203.3,75.1,15.4
0.053000,388.0,54.5,2302.6,294.3,2612.3,283.9,387.5,2298.8,2600.5,203.2,75.2,15.3
0.055000,388.1,54.6,2296.5,267.1,2616.9,283.6,387.9,2291.2,2582.1,203,75.2,15.5
0.057000,387.7,53.8,2286.4,261.2,2612.6,265.3,388.3,2283,2567.5,202.8,75.3,15.9
0.059000,387.0,52.0,2271.2,271.4,2600.5,231.2,388.6,2273.9,2556.6,202.6,75.3,16.5
0.061000,386.4,49.9,2253.7,291.0,2585.6,198.1,388.9,2264.1,2549.2,202.5,75.3,17.3
0.063000,386.3,48.6,2234.9,312.8,2568.5,173.9,389.1,2253.3,2545.2,202.3,75.3,17.9
0.065000,386.6,48.5,2219.2,323.5,2552.9,162.7,389.3,2241.4,2543.9,202.1,75.4,18.3
0.067000,387.3,49.1,2207.4,315.5,2542.8,160.7,389.4,2228.4,2545.1,201.9,75.4,18.4
0.069000,388.0,50.0,2200.2,290.5,2544.4,166.5,389.5,2214.2,2548.1,201.7,75.4,18.3
0.071000,388.6,50.5,2192.7,256.3,2555.8,178.0,389.5,2199,2552.3,201.4,75.4,18.1
0.073000,388.9,50.1,2181.9,225.0,2568.4,191.9,389.5,2182.6,2557.2,201.2,75.5,18
0.075000,389.3,48.9,2169.8,204.2,2572.6,202.7,389.5,2165.3,2562.3,201,75.5,18.1
0.077000,389.7,46.9,2157.0,193.2,2567.4,204.7,389.6,2147.2,2567,200.8,75.6,18.5
0.079000,390.1,44.8,2144.7,189.2,2561.1,199.0,389.6,2128.4,2571,200.5,75.7,19.2
0.081000,390.4,43.1,2130.5,188.4,2559.3,192.4,389.6,2109.3,2573.9,200.3,75.7,19.9
0.083000,390.8,41.8,2112.8,190.0,2560.0,185.1,389.7,2090.2,2575.5,200,75.8,20.7
0.085000,391.3,40.5,2088.6,192.5,2559.3,172.1,389.9,2071.3,2575.6,199.8,75.9,21.4
0.087000,391.8,39.0,2062.4,191.7,2556.8,156.5,390.1,2052.9,2574.4,199.5,76,22.1
0.089000,392.4,37.2,2036.4,185.7,2554.1,143.7,390.5,2035.5,2571.7,199.2,76.2,22.9
0.091000,392.8,35.3,2015.2,177.6,2552.7,138.2,390.8,2019.2,2567.9,198.9,76.3,23.6
0.093000,393.0,33.3,1996.8,170.6,2552.1,139.3,391.3,2004.6,2563.2,198.6,76.5,24.2
0.095000,393.2,31.4,1981.8,166.5,2551.3,143.7,391.8,1991.8,2557.8,198.3,76.6,24.6
0.097000,393.4,29.8,1969.1,162.4,2550.2,148.5,392.4,1981,2552.1,198,76.8,24.7
0.099000,393.7,28.8,1961.2,157.1,2549.3,152.0,393,1972.5,2546.4,197.6,77,24.6
0.101000,393.9,27.9,1957.0,151.0,2548.6,153.7,393.6,1966.3,2541.1,197.3,77.2,24.4
0.103000,394.0,27.1,1955.0,147.2,2547.8,151.4,394.2,1962.6,2536.6,196.9,77.4,24.1
0.105000,394.0,26.3,1954.3,147.4,2546.7,143.5,394.7,1961.4,2533,196.5,77.6,23.7
