time,f1,b1,f2,b2,f3,b3,f1p,f2p,f3p,f0,intensity,harmonicity
0.026000,826.9,327.8,1673.4,196.5,3018.0,197.6,857.7,1693.3,3132.1,175.6,74.3,7.1
0.028000,843.5,301.3,1667.6,194.8,3026.0,225.7,860.6,1690.7,3121.8,175.3,74.7,7
0.030000,861.0,276.2,1663.2,197.7,3045.4,263.8,865.2,1686.5,3104.9,174.9,75,6.4
0.032000,875.6,247.7,1659.7,200.9,3069.7,307.6,871.6,1680.6,3081.8,174.5,75.3,5.8
0.034000,885.2,214.7,1656.8,203.3,3085.1,352.1,879.5,1673.3,3053.1,174.1,75.6,5.5
0.036000,891.2,184.9,1654.7,209.0,3081.7,393.7,888.7,1664.6,3019.4,173.8,75.8,5.7
0.038000,897.2,163.9,1653.7,221.4,3064.9,439.3,899.1,1654.7,2981.5,173.4,76,6.3
0.040000,905.2,155.4,1655.2,241.9,3044.1,500.7,910.4,1643.9,2940.3,173,76.1,7.2
0.042000,917.1,159.0,1659.7,272.0,3020.7,593.5,922.4,1632.2,2896.6,172.6,76.2,8.2
0.044000,933.7,171.9,1664.4,314.1,2980.0,720.9,934.7,1620,2851.5,172.2,76.2,9.1
0.046000,952.9,190.4,1663.3,367.9,2897.3,834.9,947.1,1607.3,2805.9,171.8,76.2,9.8
0.048000,975.0,214.3,1650.9,438.5,2765.8,870.5,959.3,1594.5,2760.8,171.4,76.2,10.4
0.050000,997.5,238.6,1622.6,512.6,2635.1,797.3,971.2,1581.8,2717,171,76.2,10.8
0.052000,1015.2,254.1,1584.1,555.4,2555.0,674.1,982.3,1569.3,2675.4,170.6,76.2,11.3
0.054000,1024.8,256.0,1547.9,548.5,2520.6,552.4,992.6,1557.2,2636.7,170.3,76.1,12
0.056000,1024.9,246.9,1522.6,504.3,2508.4,452.0,1001.9,1545.8,2601.5,169.9,76.1,12.9
0.058000,1019.1,231.5,1506.1,447.9,2501.7,371.2,1009.9,1535.2,2570.4,169.6,76.1,14.1
0.060000,1012.5,214.9,1495.4,400.5,2497.5,311.5,1016.7,1525.6,2543.7,169.3,76.1,15.4
0.062000,1008.5,202.4,1488.6,371.6,2497.9,272.3,1022.2,1517,2521.7,168.9,76.2,16.7
0.064000,1007.9,195.9,1485.1,361.9,2504.4,250.6,1026.2,1509.5,2504.4,168.7,76.2,17.7
0.066000,1009.9,194.2,1484.5,368.6,2513.9,243.7,1028.9,1503.3,2491.9,168.4,76.2,18.4
0.068000,1013.5,194.6,1485.2,383.8,2522.4,245.5,1030.3,1498.3,2483.9,168.1,76.2,18.6
0.070000,1016.8,194.7,1486.2,397.1,2528.0,249.6,1030.5,1494.6,2480.3,167.9,76.3,18.7
