time,f1,b1,f2,b2,f3,b3,f1p,f2p,f3p,f0,intensity,harmonicity
0.026000,521.9,220.1,1819.2,121.6,2870.5,116.6,550.9,1837.6,2903.2,172.6,72.6,2
0.028000,535.0,203.3,1835.0,127.2,2881.6,126.2,552,1838.8,2902.8,172.5,73,3.5
0.030000,543.7,184.1,1850.1,127.9,2891.7,138.6,553.9,1840.7,2902.2,172.3,73.5,5.5
0.032000,550.4,168.3,1862.0,123.1,2898.2,149.3,556.6,1843.4,2901.3,172.1,73.9,7.6
0.034000,556.6,157.1,1868.4,115.0,2900.9,153.0,559.9,1846.7,2900.2,171.8,74.2,9.2
0.036000,562.3,147.8,1869.4,105.9,2901.8,145.9,563.8,1850.6,2899,171.6,74.5,10
0.038000,567.7,138.4,1866.9,96.3,2902.1,128.9,568.3,1855.1,2897.5,171.4,74.7,10
0.040000,573.6,130.4,1863.7,88.7,2902.1,111.4,573.3,1859.9,2895.8,171.1,74.8,9.6
0.042000,580.5,125.2,1861.9,84.4,2901.7,100.4,578.6,1865.1,2894,170.9,74.8,9.2
0.044000,589.1,123.7,1861.8,83.9,2900.7,95.3,584.4,1870.5,2892.1,170.6,74.8,9
0.046000,598.9,126.9,1863.9,87.3,2899.4,94.9,590.3,1876,2890,170.4,74.7,9.4
0.048000,608.9,132.8,1868.1,93.2,2897.9,97.8,596.4,1881.5,2887.9,170.1,74.6,10.3
0.050000,618.5,138.4,1873.9,101.7,2895.3,104.7,602.6,1886.9,2885.7,169.9,74.5,11.4
0.052000,626.9,141.0,1880.0,112.2,2891.9,116.6,608.7,1892.1,2883.4,169.6,74.4,12.5
0.054000,633.1,139.6,1885.8,122.0,2888.8,130.2,614.7,1896.9,2881,169.4,74.3,13.4
0.056000,637.5,133.9,1891.2,129.0,2885.9,143.4,620.5,1901.3,2878.7,169.1,74.3,13.9
0.058000,640.3,125.5,1895.5,132.4,2882.5,155.8,626,1905.2,2876.3,168.8,74.3,13.9
0.060000,641.7,117.6,1898.9,133.2,2878.5,168.1,631.1,1908.5,2873.9,168.6,74.3,13.8
0.062000,642.6,112.2,1903.5,133.8,2874.0,182.6,635.8,1911.2,2871.5,168.4,74.3,13.6
0.064000,643.7,110.5,1909.5,135.8,2869.6,201.0,640,1913.2,2869,168.1,74.4,13.7
0.066000,644.7,110.6,1915.5,137.3,2865.7,218.8,643.7,1914.5,2866.6,167.9,74.4,14.3
0.068000,645.3,110.7,1919.7,137.1,2863.6,225.8,646.9,1915.1,2864.1,167.7,74.4,15.2
0.070000,645.6,110.9,1922.2,135.9,2863.3,220.0,649.4,1914.9,2861.6,167.5,74.4,16.3
0.072000,645.2,110.9,1923.2,134.7,2863.8,208.1,651.3,1914,2859,167.3,74.4,17.6
0.074000,644.3,110.5,1923.1,135.2,2863.4,198.2,652.6,1912.4,2856.4,167.1,74.4,18.8
0.076000,643.1,110.1,1922.1,138.8,2860.2,194.0,653.2,1910.1,2853.8,166.9,74.3,20
0.078000,641.8,109.4,1919.1,143.3,2853.8,195.8,653.3,1907.2,2851,166.7,74.2,21.4
0.080000,640.6,108.0,1913.8,145.0,2845.4,201.5,652.7,1903.7,2848.2,166.5,74.2,22.9
0.082000,639.5,106.7,1907.1,143.5,2836.2,209.6,651.6,1899.7,2845.2,166.4,74.1,24.2
0.084000,638.5,105.5,1900.5,140.2,2828.9,216.4,650,1895.3,2842.1,166.2,74,25.2
0.086000,637.4,104.2,1894.1,138.1,2824.3,218.9,647.9,1890.5,2838.8,166.1,74,25.9
0.088000,636.1,103.1,1886.6,138.3,2821.4,217.8,645.3,1885.3,2835.5,165.9,73.9,26.3
0.090000,634.6,102.8,1878.5,139.4,2819.6,213.9,642.3,1879.9,2831.9,165.8,73.8,26.4
0.092000,632.9,103.2,1871.1,139.5,2818.4,208.1,639,1874.3,2828.2,165.7,73.7,26.3
0.094000,631.1,104.7,1864.2,138.8,2817.0,201.7,635.3,1868.7,2824.3,165.6,73.6,26
0.096000,629.5,107.0,1858.7,137.8,2815.5,195.5,631.4,1862.9,2820.3,165.5,73.6,25.3
0.098000,627.8,109.3,1854.3,137.3,2813.8,189.8,627.3,1857.1,2816.1,165.4,73.5,24
0.100000,625.7,112.0,1849.1,138.4,2810.8,186.0,623,1851.4,2811.8,165.3,73.4,22.4
0.102000,622.9,114.1,1843.0,139.4,2806.0,184.9,618.6,1845.7,2807.4,165.2,73.3,20.8
0.104000,619.2,115.6,1836.4,138.7,2800.4,184.2,614.2,1840.1,2802.9,165.1,73.2,19.7
0.106000,615.2,117.6,1829.9,136.2,2795.2,182.3,609.7,1834.6,2798.2,165,73.1,19.3
0.108000,611.1,120.6,1823.5,131.7,2790.8,177.9,605.2,1829.2,2793.6,164.9,73,19.7
0.110000,607.1,124.8,1818.2,126.1,2787.6,171.6,600.7,1823.8,2788.9,164.9,72.9,20.6
0.112000,603.5,130.7,1813.8,121.9,2785.1,166.1,596.2,1818.6,2784.1,164.8,72.9,21.6
0.114000,600.2,137.9,1810.2,119.5,2783.3,162.1,591.8,1813.4,2779.4,164.7,72.8,22.3
0.116000,596.8,144.7,1807.7,118.8,2783.0,159.5,587.5,1808.3,2774.8,164.6,72.8,22.4
0.118000,593.1,151.6,1805.9,119.7,2783.7,158.2,583.2,1803.2,2770.2,164.6,72.7,22.2
0.120000,588.6,157.6,1803.2,120.0,2783.8,158.8,579,1798.1,2765.8,164.5,72.7,21.7
0.122000,583.0,159.6,1798.5,117.8,2781.8,162.4,574.9,1793,2761.4,164.5,72.6,21.2
0.124000,576.8,157.7,1791.8,114.2,2776.7,170.4,570.8,1787.7,2757.2,164.4,72.6,20.8
0.126000,570.1,152.9,1783.7,110.2,2767.2,181.8,566.9,1782.4,2753.2,164.4,72.6,20.7
0.128000,563.8,147.7,1776.4,107.3,2755.5,190.7,562.9,1777,2749.3,164.3,72.5,20.9
0.130000,558.3,145.6,1770.9,107.6,2745.6,195.0,559.1,1771.4,2745.6,164.3,72.5,21.1
0.132000,553.1,146.1,1765.8,110.5,2738.2,196.6,555.2,1765.7,2742.1,164.2,72.5,21.4
0.134000,548.0,146.5,1759.6,114.0,2733.3,196.8,551.4,1759.8,2738.7,164.2,72.5,21.6
0.136000,543.1,147.0,1752.4,118.5,2730.0,198.0,547.6,1753.8,2735.5,164.1,72.5,21.7
0.138000,538.3,148.6,1745.1,125.0,2727.7,199.8,543.9,1747.7,2732.5,164.1,72.5,21.7
0.140000,534.0,151.5,1739.5,132.5,2727.0,200.1,540.1,1741.4,2729.6,164,72.6,21.6
0.142000,529.9,155.2,1735.4,140.9,2726.8,198.6,536.4,1735.1,2726.7,164,72.6,21.5
0.144000,526.3,157.9,1731.1,148.2,2725.4,196.7,532.6,1728.8,2723.9,164,72.6,21.4
0.146000,522.9,158.1,1724.8,151.9,2722.5,196.2,528.9,1722.5,2721.1,163.9,72.6,21.3
0.148000,519.7,156.4,1716.6,151.7,2718.2,198.9,525.2,1716.3,2718.4,163.9,72.7,21.1
0.150000,516.7,153.9,1708.6,149.6,2713.2,203.5,521.6,1710.3,2715.5,163.9,72.7,20.9
0.152000,513.5,149.6,1701.6,146.2,2707.5,207.2,517.9,1704.5,2712.6,163.8,72.7,20.7
0.154000,510.1,144.1,1695.6,142.7,2701.5,209.2,514.4,1699,2709.5,163.8,72.7,20.6
0.156000,506.9,139.1,1690.9,141.1,2695.5,209.8,510.9,1693.8,2706.3,163.7,72.7,20.5
0.158000,503.9,135.5,1687.7,142.6,2690.7,208.8,507.4,1689.1,2702.8,163.7,72.7,20.7
0.160000,501.3,134.8,1686.4,149.4,2688.2,207.9,504.1,1684.9,2699.1,163.6,72.7,20.8
0.162000,499.1,136.0,1686.2,159.9,2686.3,207.8,500.9,1681.2,2695.1,163.6,72.6,21
0.164000,496.8,136.2,1685.4,170.7,2682.8,207.4,497.9,1678.2,2690.9,163.5,72.6,21.1
