time,f1,b1,f2,b2,f3,b3,f1p,f2p,f3p,f0,intensity,harmonicity
0.026000,607.5,134.8,2245.9,358.5,2616.0,909.6,686.7,2115.7,2568.2,165.9,73.1,1.4
0.028000,632.0,130.6,2217.5,375.0,2587.8,748.1,689.6,2109.8,2565.7,165.7,73.7,1.4
0.030000,654.7,128.9,2184.2,387.8,2566.5,633.9,694.4,2100.1,2561.5,165.3,74.2,1.4
0.032000,677.9,132.8,2144.5,405.2,2544.3,561.2,700.9,2086.7,2555.7,165,74.6,1.4
0.034000,700.5,141.2,2097.7,428.3,2520.6,514.7,709.2,2069.9,2548.3,164.7,75,1.5
0.036000,722.6,148.2,2045.4,438.7,2502.5,478.9,719.1,2049.8,2539.6,164.3,75.4,1.9
0.038000,743.3,149.6,1996.8,426.6,2493.5,457.9,730.5,2026.8,2529.7,164,75.6,2.4
0.040000,762.5,147.2,1956.4,401.1,2492.9,459.9,743.3,2001.2,2518.6,163.6,75.8,3.1
0.042000,782.8,143.2,1916.6,364.2,2500.2,487.3,757.2,1973.5,2506.6,163.3,76,3.9
0.044000,800.6,139.0,1878.9,322.2,2510.3,525.9,772.2,1943.9,2493.8,162.9,76.1,4.6
0.046000,815.7,137.0,1840.6,281.8,2512.6,560.1,788,1912.9,2480.4,162.5,76.2,5.2
0.048000,830.6,138.0,1802.2,246.7,2502.8,593.6,804.4,1880.9,2466.6,162.1,76.3,5.7
0.050000,846.3,140.9,1771.8,223.2,2489.1,637.0,821.3,1848.4,2452.6,161.8,76.3,6.1
0.052000,866.0,147.4,1746.2,211.0,2473.2,702.3,838.4,1815.7,2438.6,161.4,76.3,6.6
0.054000,887.9,157.1,1724.7,207.2,2452.1,779.6,855.6,1783.2,2424.7,161,76.3,7.1
0.056000,909.8,163.8,1705.8,205.9,2420.8,841.6,872.6,1751.4,2411.2,160.7,76.2,7.7
0.058000,925.2,160.3,1690.1,207.6,2381.1,846.1,889.3,1720.6,2398.1,160.3,76.1,8.4
0.060000,935.5,149.3,1672.9,216.6,2338.4,800.1,905.6,1691,2385.7,160,76,9.2
0.062000,942.9,136.5,1650.9,231.5,2303.6,724.9,921.1,1662.9,2374,159.6,75.8,10
0.064000,948.2,126.2,1629.7,241.9,2292.0,648.5,935.9,1636.6,2363.3,159.3,75.7,10.7
0.066000,954.0,118.6,1612.4,245.9,2302.9,570.1,949.7,1612.3,2353.5,159,75.6,11.4
0.068000,960.0,114.4,1601.1,245.9,2320.8,495.0,962.5,1590,2344.7,158.7,75.5,12.2
0.070000,965.2,112.5,1593.8,244.6,2334.0,434.6,974.1,1569.8,2337,158.4,75.4,12.9
0.072000,969.7,113.7,1588.8,244.4,2341.7,400.1,984.6,1551.8,2330.4,158.1,75.2,13.6
0.074000,975.0,117.5,1583.6,245.1,2349.2,380.6,993.8,1535.9,2325,157.8,75.1,14.1
0.076000,980.4,122.2,1576.8,244.4,2358.1,368.8,1001.7,1522.1,2320.7,157.6,74.9,14.5
0.078000,983.6,125.9,1566.5,243.2,2364.0,367.4,1008.3,1510.4,2317.5,157.3,74.7,14.7
