a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20
1674.6,1445.6,1471.9,1563.2,1790,1930.1,1913.7,1950.6,1967.1,1965.7,1957,1950.5,1947.3,1947.6,1948.7,1958.6,1972.3,1990.6,2009.3,2028.6
2094.1,2101.3,2105.9,2108.2,2062.5,2115.8,2116.1,2116.4,2117.2,2118.1,2114.4,2107.8,2093.9,2087.6,2085.3,2092.5,2103.8,2120.3,2148.9,2194.5
1475,1438.1,1483.1,1652.8,1775.3,1805.1,1887.4,1891.1,1892.9,1895,1893.9,1889.7,1883.4,1879.5,1866.4,1866.5,1872.1,1879.3,1890.6,1904.2
1299.3,1513.2,1651.7,1690.8,1820.1,1876.6,1940.8,1942.9,1944.8,1945.5,1940.9,1939,1943.3,1946.6,1953.4,1952.1,1961.3,1975,1994.5,2012.3
1811.6,1797.8,1821.8,1834.4,1836,1840.9,1844.4,1849.8,1850.3,1842.9,1837.8,1834.7,1831.6,1833,1835.5,1843.8,1859.8,1878.3,1900.7,1927.2
2012.9,2017,2017.9,2016.5,2018.6,2024,2027.3,2029.4,2020.4,1990.7,1978.3,1981.3,1996.1,2018,2043.8,2071.6,2094.6,2115.1,2124.1,2150.8
1572.5,1602.7,1510.9,1179.5,1180.1,1623.2,1751.7,1747.8,1751.6,1757.4,1757.6,1755,1741.5,1729.9,1718.4,1703.6,1701.5,1713.1,1723.8,1752.2
1759.4,1824.9,1825.5,1827.1,1829.4,1827.9,1830.9,1833.8,1834.8,1838.4,1841.4,1832.4,1798,1770.5,1743,1725,1727.8,1739.6,1777.5,1835.3
1594.3,1373,1063.6,824.6,1806,2105.6,2098.6,2100.6,2108.1,2113.8,2115.9,2116.6,2113.5,2103,2083.9,2074.8,2062.4,2062.5,2070.3,2062.1
1999.8,2095.7,2013.3,2178.8,2217,2216.2,2217.4,2220.6,2225.3,2236.2,2239.2,2227.9,2217.6,2218.1,2226.5,2239.1,2245.8,2255.3,2260.7,2275
1839.1,1310,1541.7,1970.5,2078.6,2125.9,2132,2135,2138.6,2142.2,2145.6,2145.4,2141.7,2132.6,2124.2,2123.1,2127.5,2132.9,2147.1,2165.5
2087.5,2202.6,2220.2,2222.2,2220.3,2215.9,2214.1,2215.8,2220.2,2228.1,2237.5,2248.3,2252,2244.8,2235.1,2227.2,2224.7,2236.2,2251.7,2276.4
2005.2,1806.8,1724,1857,2011,2011.2,2012.4,2013.6,2013.7,2010.8,2005.4,2005,2007,2009.6,2014.3,2020.6,2027.9,2033.5,2038.4,2044.1
2215.2,2224.8,2229.1,2225.7,2222.4,2224.3,2228.8,2238,2247.1,2253.1,2235,2224.2,2227.3,2239.7,2255.8,2273.1,2279.6,2286.9,2303.5,2331.8
2013.3,2026.1,1597.2,1636.1,1923.2,2030.7,2030.8,2033.2,2037.8,2039.4,2038.4,2037.1,2036.5,2037.1,2038.5,2039.6,2040.6,2038,2034.4,2032.4
2091.8,2096.3,2099.5,2099.9,2101.6,2105.4,2111.1,2119,2117.3,2109.5,2102.9,2100.3,2102.6,2106.1,2114.1,2120.3,2125.1,2132.8,2130.2,2141.4
1953.6,1793.3,1541.6,978.7,1174.6,1402.2,1741.9,1965.6,1966.1,1966.5,1965.9,1964.8,1962.1,1958.1,1955.6,1953.3,1952.8,1954.3,1958.4,1963.2
2013.1,2001.4,1201,1664.2,2041.1,2039.5,2039.4,2039.9,2041.6,2041.9,2041,2039.6,2037.7,2035.2,2034.4,2032,2033.6,2034.5,2040.1,2047.4
1952.9,1903.3,1868.7,1835.4,1926,1966.4,1968.4,1970.7,1972.1,1969.5,1962.1,1957.3,1957,1960,1965,1973.8,1984.9,1997.3,2010.2,2024
2062.6,2075.2,1941.8,1675.2,1849.5,2095.6,2094.5,2096.7,2099.5,2097.8,2082.3,2061.9,2054.5,2060.5,2073.7,2095.9,2125.7,2160.5,2199.4,2235.1
2180.5,2083.5,1896.5,1895.9,2023.4,2180.9,2190.7,2246.4,2198.2,2236.9,2246.7,2241.5,2233.4,2222.2,2227.8,2236.7,2249,2271.1,2290.7,2330.1
1765.1,1545.8,1626.2,1657.9,1768.5,1781.6,1788.4,1794.4,1798.9,1795.3,1773.7,1762.4,1761,1768,1779.2,1794.7,1811.9,1833.8,1855.5,1886.6
1934.4,2003.6,2068.9,1907.3,1727,1670,1726.7,1918.2,2158.3,2156.4,2157.2,2157.8,2152.7,2145.9,2129.8,2116.7,2118.5,2129.2,2150.4,2182
1803.9,1809.6,1817.2,1602.9,1679.6,1801.1,1823.7,1824,1824.8,1824.5,1824.3,1818.8,1804.4,1789.3,1779,1781.9,1787.7,1796.9,1808.2,1818.3
1772.3,1881.2,1979.8,1991.5,2100.6,2122.4,2158.5,2184.2,2184.9,2194.2,2198.3,2184.7,2147,2124.2,2107,2106.8,2117.2,2074.9,2140.2,2190.8
1771.7,1867,1903,1907.7,1877.2,1850.7,1927.8,1920.8,1923.6,1926.1,1932,1931.6,1929.3,1921.4,1861.9,1829,1834.7,1859.2,1896.4,1926.5
1189.2,1230.6,1324.6,1262.5,1410.6,1735.3,2389.9,2387.9,2398.6,2424.5,2434.7,2446,2403.1,2439,2421.6,2334.1,2274.4,2311.1,2375.4,2430.6
1864.5,1869.8,1678.3,1678.9,1815.8,1884.3,1884.6,1879.2,1879.8,1885.3,1885.9,1885.9,1864.4,1834.1,1807.8,1792.1,1782,1781.9,1795.4,1820.6
1841,1816.3,1987.7,1927.4,1986.6,2204.5,2280.5,2284.8,2291.9,2294.7,2273.1,2233.6,2201.1,2192.7,2185.5,2195.9,2177.5,2230.7,2282.6,2335.5
1899.2,1975.2,1984.4,1983,1966.8,1983.9,1985.7,1989.4,1996.8,2006.6,2012,2005.6,1982,1920.7,1842.4,1831.3,1830.5,1872.1,1916.5,1969.2
1785.5,1736.3,1745.7,1911.6,1900.9,1893.1,1888.9,1901.4,1911.6,1912.8,1849.3,1769.4,1722.9,1733.3,1760.9,1820.7,1849.9,1886.3,1943.1,2021
1663.1,1676.8,1677.7,1664.1,1656.4,1655.2,1658.8,1668.1,1680.2,1686.2,1599.4,1408.4,1316.3,1336.5,1377.3,1437.2,1595.1,1655.9,1609.7,1562.4
1887.6,1941.7,2021.6,2011.2,2133.8,2121.3,2104.7,2117.7,2128,2142.6,2121.8,2054.1,1930.5,1919.8,1952.9,1940.4,1983,2146.2,2298.6,2585.5
1682.4,1741.5,1750.9,1742.7,1744.5,1745.9,1747.5,1748.2,1760,1753.9,1698.9,1672.4,1657.6,1596.9,1548.9,1551.5,1578.6,1563.2,1561.7,1598.9
1993.9,2155.6,2090.3,2102.7,2135.3,2177.5,2277.3,2287.7,2294.8,2294.4,2301.9,2316.4,2327.3,2314.2,2266.5,2183.4,2179.8,2249.9,2351.1,2482.5
1897.2,1904,1909.7,1914.9,1916.2,1917.8,1916.6,1915.7,1915,1917.8,1922.5,1925.1,1920.9,1907.7,1885.6,1864.2,1850.8,1844.9,1849.4,1860.7
1946.9,2074.8,2091.2,2217.6,2243.2,2248.1,2233.5,2225.2,2224.2,2238.9,2258.5,2291.2,2296,2260.7,2214.1,2188.7,2196.3,2088.8,2080.9,2101.9
1804.3,1816.7,1842.4,1883.4,1916.5,1918.1,1914.4,1911,1915,1929.4,1920.4,1736,1660.1,1555.6,1574.2,1660.9,1897.3,1964.3,2025.1,2008.2
1891.5,1873.3,1988.9,2051.9,2067.6,2061.6,2052.2,2067,2080,2130.7,2065.5,2034.8,1987.9,1976,1962.5,2047.8,2179.2,2169,2192.8,2215.3
1667.4,1677.6,1695.3,1703.2,1699.9,1696.9,1699.8,1701.4,1705.8,1704.3,1664.8,1627.7,1599.5,1596.6,1609.4,1625.2,1641.1,1660.5,1650.8,1673.6
