time,f1,b1,f2,b2,f3,b3,f1p,f2p,f3p,f0,intensity,harmonicity
0.026000,272.9,145.6,1078.1,53.2,2709.6,1011.4,323.4,1047,2566.1,220.5,66.2,25.2
0.028000,285.4,108.1,1077.9,71.2,2602.2,894.0,324,1047.6,2564.6,220.3,68,30.7
0.030000,299.9,96.0,1079.7,108.3,2549.1,850.5,325.1,1048.7,2562.2,220,69.3,26.3
0.032000,314.2,99.1,1076.2,154.6,2531.7,867.2,326.5,1050.1,2558.8,219.8,70.4,17.7
0.034000,327.7,108.6,1064.6,169.5,2522.4,870.2,328.3,1051.9,2554.5,219.6,71.3,10.5
0.036000,338.8,113.9,1055.0,139.1,2512.9,845.3,330.5,1053.9,2549.4,219.3,71.9,9.4
0.038000,348.2,111.5,1051.4,99.8,2498.2,829.0,333,1056.2,2543.6,219.1,72.4,10
0.040000,355.0,104.2,1051.4,74.3,2479.5,838.3,335.7,1058.6,2537.1,218.9,72.8,11.3
0.042000,359.5,96.1,1052.9,61.3,2461.0,854.4,338.7,1061.1,2530,218.6,73.2,12.9
0.044000,362.5,89.7,1055.4,57.3,2449.9,848.2,341.9,1063.7,2522.5,218.4,73.5,14.6
0.046000,364.8,84.7,1058.0,58.1,2444.9,824.2,345.3,1066.1,2514.7,218.1,73.8,16.4
0.048000,366.8,79.7,1060.0,60.2,2442.6,801.3,348.7,1068.4,2506.6,217.9,74,18.5
0.050000,368.5,75.4,1060.4,60.8,2446.5,794.9,352.2,1070.5,2498.4,217.7,74.3,20.9
0.052000,369.9,72.1,1059.6,59.8,2462.6,807.0,355.8,1072.3,2490.2,217.4,74.4,23.2
0.054000,371.1,69.8,1058.6,58.3,2490.6,822.0,359.2,1073.7,2482.1,217.2,74.6,25.2
0.056000,372.2,67.1,1057.6,57.0,2521.8,810.9,362.6,1074.7,2474.3,217,74.7,26.5
0.058000,373.1,63.4,1056.7,56.2,2540.8,762.7,365.9,1075.3,2466.9,216.8,74.8,27.4
0.060000,373.8,59.6,1055.9,56.3,2551.0,707.4,369,1075.3,2459.9,216.6,74.8,27.9
0.062000,374.2,56.5,1054.8,57.4,2555.4,679.7,372,1074.8,2453.5,216.4,74.9,28.3
0.064000,374.3,54.3,1053.2,58.2,2546.7,696.7,374.7,1073.7,2447.7,216.2,74.9,28.6
0.066000,374.4,53.2,1051.8,59.0,2526.2,752.8,377.1,1072.2,2442.7,216,74.9,29
0.068000,374.6,53.2,1051.5,60.4,2500.6,836.9,379.3,1070,2438.5,215.9,74.9,29.4
0.070000,375.0,53.5,1051.9,62.0,2471.3,919.7,381.2,1067.4,2435.1,215.7,74.9,29.7
0.072000,375.3,53.7,1052.6,63.7,2438.2,974.4,382.7,1064.3,2432.7,215.6,74.9,30
0.074000,375.5,54.2,1052.8,65.9,2413.7,993.3,384,1060.7,2431.2,215.5,74.9,30.2
0.076000,376.0,55.7,1052.7,69.5,2410.2,1005.2,384.9,1056.8,2430.6,215.4,74.9,30.5
0.078000,376.7,57.9,1052.3,74.1,2431.8,1024.3,385.6,1052.6,2431.1,215.3,74.9,30.8
0.080000,377.5,59.6,1051.7,78.3,2464.4,1035.4,386,1048.1,2432.5,215.2,74.8,31.1
0.082000,378.0,59.8,1050.8,81.4,2485.7,1027.6,386,1043.5,2434.8,215.1,74.8,31.4
0.084000,378.4,59.2,1049.6,84.1,2487.0,1016.3,385.9,1038.9,2438.1,215,74.8,31.6
0.086000,378.9,58.5,1047.5,87.7,2473.4,1016.6,385.5,1034.2,2442.2,214.9,74.7,31.7
0.088000,379.5,58.4,1044.6,91.8,2456.6,1036.0,384.9,1029.7,2447.2,214.9,74.7,31.7
0.090000,380.2,58.5,1040.9,95.2,2444.6,1081.7,384.1,1025.3,2452.9,214.8,74.7,31.7
0.092000,380.8,58.2,1037.8,94.8,2434.4,1132.6,383.1,1021.2,2459.4,214.8,74.6,31.7
0.094000,380.9,56.9,1036.2,89.8,2420.9,1158.3,382,1017.4,2466.4,214.8,74.6,31.5
0.096000,380.7,55.8,1035.9,83.1,2409.0,1157.8,380.9,1014,2474,214.7,74.5,31.3
0.098000,380.3,55.6,1035.8,78.5,2401.5,1155.6,379.7,1011.1,2482.1,214.7,74.5,30.8
0.100000,379.8,57.0,1034.7,77.7,2401.8,1167.4,378.4,1008.6,2490.5,214.7,74.4,30.3
0.102000,379.2,59.4,1031.9,81.1,2413.5,1183.3,377.2,1006.7,2499.2,214.7,74.3,29.7
0.104000,378.4,62.0,1026.9,87.8,2429.8,1171.8,375.9,1005.3,2508.1,214.7,74.3,29.3
0.106000,377.3,63.1,1020.8,94.7,2432.1,1116.5,374.8,1004.4,2517.1,214.7,74.2,29.1
0.108000,376.0,62.3,1015.9,98.5,2419.3,1046.8,373.7,1004,2526.2,214.8,74.1,29
0.110000,374.8,60.9,1012.5,98.8,2408.6,994.6,372.7,1004.1,2535.2,214.8,74.1,29.1
0.112000,374.3,61.2,1009.5,98.9,2419.8,993.7,371.8,1004.7,2544,214.8,74,29.2
0.114000,374.5,64.3,1005.6,102.1,2464.2,1052.8,371.1,1005.7,2552.7,214.8,74,29.4
0.116000,374.9,69.4,1001.7,108.5,2536.0,1140.1,370.4,1007,2561.2,214.9,73.9,29.5
0.118000,375.3,74.9,998.7,117.3,2625.4,1210.0,369.9,1008.5,2569.3,214.9,73.8,29.8
0.120000,375.3,79.4,997.3,126.8,2698.0,1213.6,369.6,1010.3,2577.1,214.9,73.7,30
0.122000,375.0,82.4,997.4,133.3,2724.1,1166.5,369.3,1012.1,2584.5,215,73.6,30.3
0.124000,374.1,84.2,999.0,133.2,2710.7,1119.3,369.2,1014,2591.5,215,73.6,30.3
0.126000,373.0,85.2,1001.4,127.7,2685.5,1105.9,369.3,1015.8,2598.1,215,73.5,30.2
0.128000,371.7,86.4,1003.2,121.7,2669.7,1121.1,369.4,1017.5,2604.2,215.1,73.4,29.7
0.130000,370.6,88.3,1002.6,120.0,2672.2,1144.0,369.6,1019,2609.9,215.1,73.4,29
0.132000,369.8,90.3,999.5,124.3,2685.7,1153.3,369.9,1020.1,2615.2,215.2,73.3,28.4
0.134000,369.2,91.4,994.9,133.0,2695.6,1139.9,370.2,1020.9,2620.1,215.2,73.2,27.9
0.136000,369.0,91.3,991.7,139.6,2694.6,1111.6,370.7,1021.2,2624.5,215.3,73.2,27.6
0.138000,369.2,90.4,991.1,138.1,2689.1,1076.2,371.1,1021.1,2628.6,215.3,73.2,27.6
0.140000,369.5,89.4,992.3,131.3,2685.1,1036.4,371.5,1020.6,2632.3,215.3,73.1,27.6
0.142000,369.7,88.0,994.2,126.2,2680.2,987.3,372,1019.6,2635.7,215.4,73.1,27.8
0.144000,369.7,86.3,996.9,125.7,2672.3,936.6,372.4,1018,2638.9,215.4,73,28
0.146000,369.7,85.2,1000.8,128.8,2667.6,899.3,372.8,1016.1,2641.8,215.4,73,28.2
0.148000,370.0,85.7,1005.5,133.2,2669.4,892.9,373.2,1013.8,2644.5,215.5,73,28.4
0.150000,370.8,87.7,1009.5,136.0,2676.7,935.3,373.5,1011.1,2647.1,215.5,73,28.7
0.152000,372.0,90.9,1012.9,136.5,2689.4,1030.4,373.8,1008.3,2649.6,215.5,73,29.1
0.154000,373.3,93.9,1016.3,134.8,2702.0,1171.9,374,1005.2,2652,215.6,73,29.5
0.156000,374.3,95.3,1020.1,131.3,2700.1,1358.8,374.2,1002.2,2654.4,215.6,73,29.9
0.158000,374.3,93.4,1023.2,126.1,2650.3,1536.2,374.3,999.3,2656.8,215.6,73,30.4
0.160000,373.5,88.9,1024.0,120.7,2548.8,1613.4,374.4,996.6,2659.3,215.6,73,31.1
0.162000,372.8,83.9,1022.5,117.3,2448.6,1562.4,374.4,994.3,2661.8,215.6,73,31.6
0.164000,372.5,80.7,1019.4,117.8,2416.3,1441.6,374.4,992.6,2664.5,215.7,73,32
0.166000,372.8,79.6,1015.8,121.6,2451.2,1270.0,374.4,991.6,2667.2,215.7,72.9,32.2
0.168000,373.4,80.3,1012.7,125.4,2501.7,1101.3,374.4,991.4,2670.2,215.7,72.9,32.1
0.170000,373.9,81.9,1011.5,125.9,2548.3,1016.6,374.4,992.3,2673.2,215.7,73,31.8
0.172000,374.2,83.5,1013.3,122.5,2595.3,1005.9,374.4,994.3,2676.5,215.7,73,31.5
0.174000,374.6,84.4,1018.8,118.5,2637.5,1056.1,374.4,997.6,2679.9,215.7,73,31.3
0.176000,374.9,85.2,1028.3,114.6,2683.6,1172.0,374.5,1002.3,2683.5,215.7,73,31.4
0.178000,375.2,85.8,1039.2,109.6,2731.7,1353.8,374.7,1008.5,2687.3,215.7,73,31.7
0.180000,375.5,85.7,1048.9,101.7,2766.3,1579.2,374.9,1016.2,2691.2,215.7,73,32.2
0.182000,375.8,84.8,1055.8,92.6,2789.4,1675.8,375.3,1025.6,2695.3,215.6,73,32.5
0.184000,376.2,82.9,1060.6,83.8,2815.3,1528.8,375.7,1036.6,2699.5,215.6,73,32.6
0.186000,376.5,79.0,1065.0,74.7,2798.8,1251.7,376.3,1049.3,2703.8,215.6,73,32.2
0.188000,376.5,74.1,1069.4,66.6,2758.6,1020.9,377,1063.7,2708.2,215.5,73.1,31.3
0.190000,376.5,69.8,1074.7,60.0,2725.9,872.8,377.8,1079.6,2712.7,215.5,73.1,30.1
0.192000,377.0,68.4,1080.6,56.5,2715.8,808.5,378.8,1097,2717.2,215.4,73.1,28.8
0.194000,378.1,70.1,1087.4,56.4,2726.0,785.3,379.8,1115.7,2721.8,215.3,73.1,27.6
0.196000,379.9,73.5,1094.4,59.7,2743.3,763.6,381,1135.8,2726.3,215.2,73.2,26.6
0.198000,382.1,76.5,1101.5,66.7,2754.5,725.8,382.3,1156.8,2730.8,215.2,73.2,25.4
0.200000,384.3,78.2,1109.5,81.1,2760.1,670.7,383.7,1178.8,2735.2,215.1,73.3,24.2
0.202000,386.5,79.3,1119.9,108.4,2761.9,605.4,385.2,1201.5,2739.5,214.9,73.3,23.2
0.204000,389.3,82.4,1140.2,163.0,2763.8,542.2,386.7,1224.6,2743.7,214.8,73.4,22.7
0.206000,393.5,86.9,1184.9,247.9,2774.8,505.8,388.3,1247.9,2747.8,214.7,73.4,23
0.208000,397.5,88.8,1250.1,307.8,2801.4,505.4,390,1271.2,2751.7,214.6,73.5,24.2
0.210000,399.3,87.5,1299.9,302.0,2847.6,542.9,391.6,1294.1,2755.4,214.4,73.5,25.9
0.212000,399.2,85.4,1322.8,266.2,2900.4,590.8,393.2,1316.5,2758.9,214.3,73.6,27.6
0.214000,398.7,82.7,1338.2,227.0,2920.5,598.4,394.8,1338,2762.1,214.1,73.7,28.9
0.216000,398.8,80.9,1354.9,193.5,2887.8,543.5,396.3,1358.3,2765.1,214,73.7,29.5
0.218000,400.4,81.6,1377.0,163.4,2840.0,450.9,397.8,1377.3,2767.9,213.8,73.8,29.6
0.220000,403.2,84.2,1402.1,139.4,2804.1,365.4,399.1,1394.7,2770.3,213.6,73.8,29.5
0.222000,405.7,85.9,1427.4,122.3,2780.4,306.2,400.3,1410.3,2772.5,213.5,73.8,28.8
0.224000,405.8,84.6,1452.2,110.2,2761.4,275.8,401.4,1423.8,2774.3,213.3,73.8,27.6
0.226000,402.7,80.0,1471.0,103.5,2742.7,280.2,402.2,1435.1,2775.8,213.1,73.6,25.5
0.228000,398.1,73.4,1482.7,100.1,2715.0,320.7,402.9,1444.1,2777,213,73.4,22.2
0.230000,394.1,66.8,1487.2,99.0,2666.8,394.0,403.4,1450.6,2777.8,212.8,72.9,18.3
