file,f0,duration,label,group,color,number,cutoff,f11,f21,f31,f12,f22,f32,f13,f23,f33,f14,f24,f34,f15,f25,f35,f16,f26,f36,f17,f27,f37,f18,f28,f38,f19,f29,f39
S03_selected_tokens_0021,182.9,0.118,IY,13,Pink,21,5789,363,2234,2653,367,2349,2710,363,2406,2746,368,2323,2693,378,2248,2623,426,2034,2600,506,1833,2588,571,1617,2610,598,1440,2602
S03_selected_tokens_0022,182.1,0.078,IY,13,Pink,22,5632,448,1856,2595,521,1830,2571,572,1793,2526,579,1781,2551,578,1766,2578,579,1650,2647,614,1561,2648,655,1528,2658,672,1470,2682
S03_selected_tokens_0023,185.2,0.178,IY,13,Pink,23,7368,346,2629,2823,358,2610,2832,362,2634,2885,364,2628,2655,366,2375,2660,371,2217,2637,379,1962,2483,414,1711,2801,414,1358,2893
S03_selected_tokens_0024,182.8,0.118,IY,13,Pink,24,6263,477,1919,2810,520,1895,2792,539,1893,2761,554,1851,2827,582,1793,2759,623,1697,2689,664,1615,2708,689,1548,2783,664,1405,2795
S03_selected_tokens_0025,188.8,0.15,IY,13,Pink,25,6105,390,2619,3213,379,2586,3111,379,2610,3033,382,2598,2929,382,2374,2861,384,2187,2782,388,1908,2637,413,1639,2629,418,1386,2597
S03_selected_tokens_0026,187.2,0.108,IY,13,Pink,26,6895,355,2180,2839,457,2080,2872,528,2014,2867,560,1905,2738,564,1784,2718,546,1626,2704,556,1588,2788,547,1444,2882,534,1384,2903
S03_selected_tokens_0027,179.6,0.128,IY,13,Pink,27,5789,353,2051,2484,413,2450,2707,416,2461,2741,428,2481,2853,506,2254,2518,588,2043,2443,671,1827,2396,727,1601,2444,754,1426,2475
S03_selected_tokens_0028,174.5,0.088,IY,13,Pink,28,6105,581,1857,2644,664,1876,2712,740,1864,2685,784,1764,2558,821,1724,2676,842,1689,2671,853,1584,2675,854,1518,2767,866,1452,2851
S03_selected_tokens_0029,193.7,0.148,IY,13,Pink,29,6421,350,2691,3211,382,2648,3167,376,2642,3070,380,2532,3004,388,2435,2875,394,2249,2830,412,1998,2817,420,1626,2690,417,1277,2688
S03_selected_tokens_0030,190.6,0.12,IY,13,Pink,30,5947,790,2013,2867,608,1916,2853,701,1879,2848,685,1825,2771,717,1826,2806,733,1786,2624,751,1618,2636,749,1520,2624,751,1389,2886
S03_selected_tokens_0031,189.5,0.128,IY,13,Pink,31,7526,373,1649,2681,371,2092,2644,372,2480,2544,376,2477,2659,383,2448,2537,393,2052,2552,415,1869,2559,450,1584,2599,493,1356,2743
S03_selected_tokens_0032,187.6,0.058,IY,13,Pink,32,7211,431,1369,2709,437,1450,2701,449,1498,2728,461,1512,2758,471,1507,2747,483,1525,2727,486,1485,2718,488,1451,2751,494,1414,2776
S03_selected_tokens_0033,182.5,0.13,IY,13,Pink,33,7211,363,1592,3585,359,2052,3600,356,2252,3542,361,2454,3332,428,2409,3657,428,2328,3604,477,2082,3612,498,1765,3652,512,1518,3038
S03_selected_tokens_0034,175.3,0.038,IY,13,Pink,34,5789,473,1299,2629,489,1370,2634,504,1495,2627,502,1551,2619,508,1574,2631,513,1573,2613,518,1583,2590,527,1583,2607,532,1557,2634
S03_selected_tokens_0035,187.2,0.128,IY,13,Pink,35,5789,372,2467,3084,366,2477,3030,369,2473,2978,375,2355,2855,382,2261,2696,422,2063,2711,481,1825,2764,539,1538,2672,583,1428,2674
S03_selected_tokens_0036,184.6,0.098,IY,13,Pink,36,5947,426,2034,2877,454,1995,2919,493,1968,2969,535,1896,2856,558,1819,2811,571,1745,2744,585,1657,2746,633,1606,2774,682,1514,2827
S03_selected_tokens_0037,186.3,0.158,IY,13,Pink,37,6105,329,2339,2992,367,2482,3031,361,2537,3073,356,2539,3024,359,2473,2885,372,2265,2772,408,1992,2681,442,1776,2766,459,1442,2773
S03_selected_tokens_0038,178.7,0.13,IY,13,Pink,38,6105,402,2087,2923,419,2069,2871,455,2073,2836,502,2079,2827,531,1963,2844,544,1845,2794,546,1772,2958,544,1600,3063,551,1418,3092
S03_selected_tokens_0039,191.5,0.12,IY,13,Pink,39,7211,387,1942,3130,386,2354,3215,390,2560,2691,394,2402,2679,405,2318,2572,416,1813,2674,460,1701,2736,508,1546,2766,556,1384,2921
S03_selected_tokens_0040,182.5,0.068,IY,13,Pink,40,5947,496,1459,2651,503,1608,2690,519,1640,2713,539,1639,2713,562,1625,2707,589,1623,2727,606,1608,2744,625,1535,2794,647,1408,2876
S03_selected_tokens_0041,188.5,0.208,OW,14,Maroon,41,5158,564,1826,2484,551,1841,2534,554,1797,2486,551,1735,2511,534,1677,2553,507,1645,2470,460,1617,2436,430,1701,2432,427,1872,2466
S03_selected_tokens_0042,180.9,0.178,OW,14,Maroon,42,5474,574,1156,2458,553,1110,2507,529,1077,2541,531,1071,2590,519,1053,2605,511,1038,2664,473,1028,2683,441,1050,2622,418,1281,2523
S03_selected_tokens_0043,181.5,0.24,OW,14,Maroon,43,5632,565,1661,2490,654,1667,2454,663,1633,2445,584,1603,2466,571,1606,2495,557,1548,2495,459,1473,2453,413,1482,2439,393,1640,2455
S03_selected_tokens_0044,185,0.26,OW,14,Maroon,44,6737,516,1202,2393,561,1077,2266,555,1062,2413,538,1054,2475,522,949,2443,478,937,2516,408,935,2561,387,962,2511,378,1154,2412
S03_selected_tokens_0045,185.4,0.2,OW,14,Maroon,45,5474,552,1678,2438,538,1672,2422,522,1660,2492,499,1647,2447,462,1655,2453,431,1651,2390,408,1616,2411,388,1641,2428,371,1777,2402
S03_selected_tokens_0046,180.1,0.208,OW,14,Maroon,46,5789,581,1056,2607,582,1042,2683,535,1003,2604,494,926,2623,441,907,2708,379,906,2741,366,965,2737,352,1172,2602,326,1365,2573
S03_selected_tokens_0047,183,0.248,OW,14,Maroon,47,5474,547,1547,2607,579,1588,2569,556,1625,2504,562,1650,2595,511,1659,2501,482,1667,2494,450,1689,2512,447,1701,2449,383,1812,2446
S03_selected_tokens_0048,174.4,0.218,OW,14,Maroon,48,5632,708,1155,2600,729,1160,2717,718,1155,2704,693,1127,2637,645,1060,2604,528,1055,2611,506,1064,2600,489,1119,2561,469,1366,2490
S03_selected_tokens_0049,189.5,0.248,OW,14,Maroon,49,5632,780,1642,2480,689,1649,2453,633,1654,2422,600,1635,2364,579,1551,2372,479,1541,2403,401,1524,2359,384,1546,2418,380,1727,2417
S03_selected_tokens_0050,185.9,0.238,OW,14,Maroon,50,5316,741,1119,2618,644,1089,2529,634,1006,2621,585,951,2499,542,937,2464,439,934,2431,425,965,2536,402,1172,2581,403,1494,2556
S03_selected_tokens_0051,188,0.16,OW,14,Maroon,51,6737,571,1442,1870,564,1442,2006,564,1405,2111,545,1450,2190,499,1430,2192,434,1313,2229,409,1267,2235,394,1143,2268,388,1011,2332
S03_selected_tokens_0052,173.7,0.158,OW,14,Maroon,52,5158,757,1143,2148,717,1086,2263,726,1050,2349,683,1024,2391,642,1000,2372,554,905,2351,490,909,2337,473,910,2290,387,890,2083
S03_selected_tokens_0053,180.3,0.218,OW,14,Maroon,53,5789,463,1874,2616,480,1815,2466,482,1806,2410,471,1808,2393,421,1758,2446,383,1674,2365,390,1656,2423,375,1732,2407,361,1987,2440
S03_selected_tokens_0054,180.1,0.218,OW,14,Maroon,54,5789,525,1430,2506,541,1328,2422,497,1224,2422,478,1201,2523,492,1129,2490,481,1106,2487,440,1111,2459,392,1279,2414,354,1571,2168
S03_selected_tokens_0055,183.4,0.208,OW,14,Maroon,55,5789,619,1789,2558,722,1680,2423,756,1657,2354,753,1620,2338,649,1554,2325,580,1492,2345,561,1485,2389,501,1486,2340,454,1536,2317
S03_selected_tokens_0056,179.5,0.208,OW,14,Maroon,56,5789,683,1461,2465,845,1310,2453,811,1193,2515,811,1123,2559,679,1058,2582,606,1049,2582,551,965,2593,495,983,2508,419,1128,2357
S03_selected_tokens_0057,192,0.15,OW,14,Maroon,57,5789,718,1701,2674,714,1612,2605,660,1590,2576,607,1635,2624,568,1597,2614,519,1578,2564,437,1565,2501,416,1633,2476,400,1767,2507
S03_selected_tokens_0058,193.9,0.128,OW,14,Maroon,58,6895,626,992,2634,598,940,2674,547,940,2751,510,949,2880,445,948,2954,408,941,2941,392,969,2729,389,1013,2841,382,1189,2697
S03_selected_tokens_0059,183.2,0.148,OW,14,Maroon,59,5316,463,1859,2531,521,1788,2396,536,1660,2316,534,1590,2283,524,1506,2350,503,1458,2349,499,1373,2356,439,1255,2445,358,1099,2443
S03_selected_tokens_0060,180.3,0.14,OW,14,Maroon,60,6421,557,1354,2394,547,1221,2376,530,1110,2361,503,1053,2429,476,1027,2479,424,957,2421,385,929,2463,328,913,2468,249,970,2465
S03_selected_tokens_0061,215.6,0.208,UW,17,Cyan,61,6895,339,1058,2513,373,1056,2511,378,1050,2441,377,1021,2419,371,998,2687,372,1015,2671,375,1028,2684,383,1106,2759,399,1440,2771
S03_selected_tokens_0062,209,0.18,UW,17,Cyan,62,5789,275,2471,3094,360,2480,2880,375,2495,2782,368,2442,2746,374,2406,2596,378,2371,2587,377,2330,2607,388,2275,2660,397,2253,2668
S03_selected_tokens_0063,189.7,0.18,UW,17,Cyan,63,5632,450,1389,2551,459,1311,2498,458,1234,2455,410,1151,2485,405,1149,2499,393,1165,2475,390,1193,2505,385,1371,2517,373,1614,2480
S03_selected_tokens_0064,167.6,0.028,UW,17,Cyan,64,6421,261,808,2595,264,1014,2593,271,1203,2604,270,1240,2623,264,1224,2634,259,1265,2636,258,1305,2632,259,1313,2620,261,1359,2589
S03_selected_tokens_0065,186.8,0.16,UW,17,Cyan,65,5947,335,1936,2531,352,1761,2480,357,1570,2429,370,1443,2496,385,1329,2556,383,1266,2438,377,1209,2427,378,1311,2468,374,1466,2497
S03_selected_tokens_0066,178.8,0.18,UW,17,Cyan,66,5158,365,2378,3096,369,2409,2935,366,2403,2801,362,2308,2740,370,2244,2701,375,2157,2668,402,2173,2615,421,2148,2560,410,2079,2658
S03_selected_tokens_0067,196.5,0.11,UW,17,Cyan,67,5000,392,1565,2100,392,1574,2173,393,1582,2216,397,1593,2240,400,1599,2250,404,1612,2252,404,1641,2217,401,1689,2130,269,1612,2198
S03_selected_tokens_0068,196.7,0.15,UW,17,Cyan,68,5474,355,1624,2023,371,1711,2133,388,1782,2238,396,1801,2316,403,1817,2357,404,1814,2344,404,1857,2364,404,1916,2371,398,2031,2386
S03_selected_tokens_0069,187.2,0.138,UW,17,Cyan,69,5632,375,1638,2070,383,1650,2181,383,1627,2244,382,1566,2304,382,1522,2351,380,1512,2407,380,1508,2374,376,1523,2381,366,1626,2376
S03_selected_tokens_0070,188.7,0.168,UW,17,Cyan,70,5632,363,2017,2289,371,2182,2363,376,2270,2472,378,2263,2512,379,2224,2518,379,2190,2533,379,2192,2543,377,2238,2552,372,2234,2561
S03_selected_tokens_0071,209.2,0.158,UW,17,Cyan,71,5158,406,1432,1883,407,1458,2000,408,1460,2110,409,1448,2198,411,1409,2269,411,1365,2315,411,1370,2400,412,1454,2434,409,1615,2375
S03_selected_tokens_0072,201.7,0.19,UW,17,Cyan,72,5316,396,1970,2199,396,2021,2246,396,2157,2284,398,2150,2305,398,2156,2295,401,2149,2312,399,2149,2315,399,2178,2335,391,2171,2415
S03_selected_tokens_0073,209.7,0.158,UW,17,Cyan,73,5632,310,2210,2867,407,2220,2773,413,2166,2674,412,2091,2616,410,1960,2558,405,1866,2592,402,1817,2591,403,1820,2610,399,1839,2618
S03_selected_tokens_0074,205.4,0.19,UW,17,Cyan,74,5474,310,2389,2961,387,2400,2850,386,2386,2792,395,2415,2816,395,2423,2778,397,2404,2734,403,2353,2714,407,2312,2782,407,2243,2862
S03_selected_tokens_0075,187.3,0.208,UW,17,Cyan,75,5316,330,1733,2481,388,1651,2466,395,1578,2495,400,1499,2479,400,1395,2441,399,1287,2363,405,1301,2317,408,1448,2369,406,1695,2403
S03_selected_tokens_0076,198.2,0.2,UW,17,Cyan,76,5632,328,2640,3072,373,2575,2971,376,2575,2928,380,2536,2904,385,2529,2866,391,2458,2815,398,2431,2831,401,2410,2854,395,2331,2905
S03_selected_tokens_0077,209.2,0.118,UW,17,Cyan,77,5789,396,2090,2627,404,2068,2512,405,1953,2496,404,1886,2513,405,1865,2514,405,1797,2509,407,1791,2504,410,1802,2501,411,1772,2533
S03_selected_tokens_0078,206.7,0.15,UW,17,Cyan,78,5632,396,2307,2927,398,2329,2907,399,2325,2884,400,2298,2843,402,2292,2780,408,2275,2754,410,2258,2721,412,2228,2684,405,2161,2622
S03_selected_tokens_0079,204,0.15,UW,17,Cyan,79,5632,300,2259,2833,388,2272,2737,389,2213,2599,385,2166,2521,390,2132,2529,393,1961,2501,405,1828,2527,409,1825,2585,403,1849,2644
S03_selected_tokens_0080,206.7,0.158,UW,17,Cyan,80,5789,291,2369,3012,382,2448,2791,384,2456,2709,384,2426,2731,393,2458,2679,400,2485,2678,397,2508,2737,399,2488,2828,399,2446,2891
S03_selected_tokens_0081,203.1,0.178,AE,2,Blue,81,6105,626,2476,3051,740,2428,2878,772,2405,2862,845,2319,2856,920,2214,2735,974,2099,2656,1008,1910,2703,1027,1862,2834,1022,1863,2826
S03_selected_tokens_0082,197.9,0.18,AE,2,Blue,82,6421,390,2808,3536,440,2789,3499,451,2777,3414,476,2694,3351,596,2552,2973,857,2310,2963,953,2170,2974,999,2152,2898,1018,2044,2743
S03_selected_tokens_0083,192.5,0.158,AE,2,Blue,83,5789,758,2071,2889,775,2063,2916,785,2019,2877,808,1944,2799,826,1936,2801,858,1890,2937,876,1844,2997,894,1850,2887,871,1762,3055
S03_selected_tokens_0084,195.4,0.168,AE,2,Blue,84,5789,404,2403,2770,580,2303,2893,697,2147,2891,783,2051,2907,846,1906,2934,874,1720,3097,898,1637,3182,862,1575,3158,827,1587,3189
S03_selected_tokens_0085,197.4,0.148,AE,2,Blue,85,6263,568,2333,2945,626,2409,2933,718,2409,2952,784,2419,2942,853,2337,2925,957,2189,2961,1012,2055,2892,1025,1849,3024,935,1694,3183
S03_selected_tokens_0086,196.3,0.18,AE,2,Blue,86,6263,382,2742,3210,394,2778,3260,409,2783,3262,416,2683,3211,439,2536,3138,634,2316,3028,888,2177,3016,917,1877,2965,743,1718,2763
S03_selected_tokens_0087,196.6,0.17,AE,2,Blue,87,7684,531,2209,2924,584,2263,3017,597,2243,2949,603,2212,2955,624,2177,2846,676,2123,2699,726,2034,2504,702,1806,2406,631,1740,2604
S03_selected_tokens_0088,188.1,0.158,AE,2,Blue,88,6105,415,2548,2853,418,2546,2978,437,2588,3054,489,2599,3085,548,2472,3033,734,2346,2997,816,2203,2993,877,2038,2951,903,1867,2949
S03_selected_tokens_0089,204,0.148,AE,2,Blue,89,6421,883,2306,3039,947,2331,3066,978,2318,3005,986,2200,2984,1005,2147,2924,1014,2020,2771,1027,1832,2657,1029,1810,2778,983,1770,3093
S03_selected_tokens_0090,202.1,0.17,AE,2,Blue,90,6263,427,2763,3189,468,2808,3121,534,2756,3062,547,2533,3066,721,2329,3137,862,2195,3123,944,2062,2960,925,1810,2915,598,1668,2847
S03_selected_tokens_0091,189.8,0.208,AE,2,Blue,91,6579,598,2200,2842,697,2294,2992,754,2287,3038,802,2257,2946,837,2182,2931,882,2061,3001,922,1943,2894,928,1809,2841,898,1836,3026
S03_selected_tokens_0092,184.3,0.268,AE,2,Blue,92,6263,380,2700,3297,379,2699,3301,424,2675,3173,515,2503,3046,743,2261,3023,893,2077,2985,918,1878,3089,951,1812,3137,930,1849,3152
S03_selected_tokens_0093,188.3,0.158,AE,2,Blue,93,7053,809,2134,3009,856,2109,2929,902,2139,2930,918,2084,2899,934,1979,2770,942,1959,2758,940,1904,2820,952,1923,2863,936,1974,3043
S03_selected_tokens_0094,189.3,0.21,AE,2,Blue,94,6421,459,2524,3021,512,2527,3090,578,2499,3180,709,2401,3157,804,2265,3156,875,2100,3141,934,1977,3135,965,1826,3043,960,1754,3048
S03_selected_tokens_0095,188.6,0.168,AE,2,Blue,95,6105,747,1978,2239,808,2088,2304,849,2213,2549,869,2192,2717,900,2094,2774,916,1938,2968,927,1842,3082,911,1714,3227,902,1684,3308
S03_selected_tokens_0096,180.5,0.18,AE,2,Blue,96,5632,405,2059,2265,465,2337,2549,599,2518,2836,677,2497,2958,765,2463,2963,880,2239,2957,941,2015,2934,944,1811,2955,920,1723,3027
S03_selected_tokens_0097,181.9,0.188,AE,2,Blue,97,6421,540,2196,2883,545,2214,2886,662,2301,2941,747,2286,3011,820,2178,2972,870,2130,2912,895,1937,2837,903,1867,3174,865,1805,3190
S03_selected_tokens_0098,185.6,0.178,AE,2,Blue,98,6105,400,2613,3010,433,2706,3157,452,2711,3241,509,2658,3225,624,2500,3162,756,2301,3077,866,2115,3139,920,1972,3194,935,1914,3180
S03_selected_tokens_0099,192.1,0.208,AE,2,Blue,99,6579,691,2317,3004,794,2348,3022,830,2331,3070,863,2252,2953,903,2158,2952,938,2035,2870,959,1941,2862,970,1969,2863,962,1968,2892
S03_selected_tokens_0100,183.9,0.2,AE,2,Blue,100,6421,426,2773,3321,464,2750,3294,498,2687,3199,616,2497,3110,754,2317,3069,875,2179,3050,926,2014,3017,937,1930,3004,935,1944,2986
S03_selected_tokens_0101,184.4,0.218,AE,2,Blue,101,6421,933,1848,2754,927,1755,2677,963,1757,2634,984,1796,2762,1006,1801,2836,1038,1727,2858,1051,1723,2916,1006,1680,2921,936,1697,2944
S03_selected_tokens_0102,176.4,0.218,AE,2,Blue,102,5947,887,1576,2763,894,1538,2798,929,1521,2843,956,1474,2913,961,1450,2944,975,1465,2978,969,1453,2961,947,1456,2882,883,1519,2979
S03_selected_tokens_0103,178.6,0.228,AE,2,Blue,103,6579,895,2029,2854,922,1931,2813,928,1872,2752,954,1855,2777,966,1839,2853,976,1803,2856,975,1742,2802,969,1763,2812,926,1887,2884
S03_selected_tokens_0104,175.7,0.228,AE,2,Blue,104,6579,882,1599,2956,913,1519,3057,935,1482,3146,956,1482,3202,961,1445,3232,963,1426,3236,963,1457,3132,937,1510,2981,884,1654,2950
S03_selected_tokens_0105,196.3,0.178,AE,2,Blue,105,6105,1024,1709,2584,991,1684,2575,995,1712,2535,1004,1669,2612,1003,1661,2621,1001,1676,2636,997,1636,2641,989,1725,2729,970,1737,2901
S03_selected_tokens_0106,191.9,0.188,AE,2,Blue,106,6105,956,1499,2830,953,1428,2863,949,1451,2888,959,1451,2894,963,1449,2977,976,1452,3005,975,1464,2993,964,1546,2895,938,1688,2816
S03_selected_tokens_0107,190.2,0.2,AE,2,Blue,107,6737,922,2076,2835,960,1998,2809,957,1920,2749,963,1829,2688,977,1777,2764,987,1704,2806,997,1700,2846,984,1757,2870,964,1843,2916
S03_selected_tokens_0108,199.2,0.22,AE,2,Blue,108,6105,863,1691,2867,959,1540,2691,970,1469,2731,976,1383,2750,994,1421,2793,1004,1376,2841,1003,1405,2843,979,1500,2819,862,1605,2797
S03_selected_tokens_0109,184.5,0.2,AE,2,Blue,109,6421,770,2081,2769,877,1960,2615,897,1863,2642,926,1743,2580,946,1587,2651,968,1570,2659,974,1610,2653,972,1622,2714,974,1702,2839
S03_selected_tokens_0110,184.9,0.2,AE,2,Blue,110,5632,848,1790,2646,898,1678,2551,921,1510,2609,964,1475,2671,972,1460,2704,989,1461,2777,976,1502,2857,984,1537,2840,956,1593,2799
S03_selected_tokens_0111,195.2,0.178,AE,2,Blue,111,6105,927,1873,2741,970,1836,2679,971,1750,2636,982,1690,2667,998,1682,2674,1012,1699,2719,1016,1715,2748,994,1724,2736,938,1711,2745
S03_selected_tokens_0112,193.6,0.19,AE,2,Blue,112,5947,1007,1674,2790,957,1568,2776,956,1539,2810,950,1518,2826,951,1423,2832,954,1329,2875,951,1270,2929,961,1333,2921,956,1442,2794
S03_selected_tokens_0113,186.7,0.188,AE,2,Blue,113,6105,858,1790,2667,899,1740,2594,931,1720,2567,965,1693,2604,979,1510,2641,973,1445,2653,963,1587,2750,977,1641,2759,948,1690,2784
S03_selected_tokens_0114,186.3,0.178,AE,2,Blue,114,6105,887,1570,2659,907,1524,2640,940,1427,2712,956,1383,2827,968,1405,2824,975,1421,2873,967,1441,2898,963,1485,2832,956,1521,2821
S03_selected_tokens_0115,192.8,0.158,AE,2,Blue,115,6105,879,2150,2834,924,2020,2798,929,1920,2614,945,1838,2554,956,1703,2618,985,1685,2672,992,1636,2689,986,1583,2737,862,1578,2757
S03_selected_tokens_0116,182.5,0.178,AE,2,Blue,116,6105,639,1893,2761,850,1735,2556,923,1639,2556,969,1544,2647,975,1515,2726,987,1459,2762,978,1454,2854,956,1469,2856,908,1458,2840
S03_selected_tokens_0117,192.6,0.12,AE,2,Blue,117,5632,924,1835,2742,961,1737,2690,951,1714,2698,959,1675,2690,970,1656,2748,967,1636,2813,968,1612,2831,978,1625,2869,972,1598,2834
S03_selected_tokens_0118,184.9,0.138,AE,2,Blue,118,5632,966,1561,2821,924,1521,2833,921,1468,2767,962,1446,2818,961,1400,2869,946,1380,2936,923,1361,3005,932,1423,3056,934,1454,2980
S03_selected_tokens_0119,192.9,0.138,AE,2,Blue,119,5474,902,1873,2634,934,1866,2696,940,1865,2642,952,1785,2681,958,1718,2696,973,1738,2686,983,1721,2719,992,1708,2786,981,1724,2801
S03_selected_tokens_0120,189.8,0.128,AE,2,Blue,120,5789,899,1588,2381,934,1611,2469,939,1519,2548,950,1430,2597,961,1369,2666,961,1421,2697,950,1456,2683,950,1483,2658,944,1531,2695
