e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20
246.5,169.8,189.3,257.5,36.7,35.3,39.3,41.8,46.3,51.8,61.1,65.5,67.1,53.7,57.2,65.9,130.4,162,171.4,156.6
129.1,204.2,246.7,268.9,25,25.3,25.7,27.7,36.8,39.3,42.6,44.9,40.6,33.8,29.9,35.9,50,77.7,85.8,109.8
330.7,303,306.2,323.8,305.8,221.1,203,179.7,155.4,132.6,104.7,127.7,129.6,121.6,104.3,103.1,111.5,113.3,123,118.3
10030.5,10041.6,10188.4,251.7,50,41.4,38,35.1,33.6,34.1,40.6,44,60.5,68,65.8,60.3,58.2,57.8,88.8,252.4
195.8,182.9,178.6,232.5,227.9,56,45.2,42.7,49.1,58.7,66.5,69.6,80.2,162.1,127.7,99.8,89,118.3,151.5,172
62.4,51,67.3,10463,79.7,74.3,72,75.7,70.2,75,69,46.2,45.5,101.5,86.9,82.8,83.3,89.6,127.4,161.7
213.1,235.5,449.6,125.9,125.6,111.6,116.8,124,128.7,133,132.3,155.3,200.4,195.5,178.3,175.8,217.5,247.5,254.9,406.4
492,278.7,77.8,62.1,44.8,38.3,35.2,35,42.1,47.9,58,118.8,299.1,86.4,179.7,590.2,307.2,209.8,110.2,102.3
161.5,174.6,179.4,185.1,181.7,251.5,245.9,47.3,42.6,40.8,43.2,46.7,52.6,72.6,84.2,80.7,77,73.8,90.9,93.6
10193.9,10351.9,10326.6,10450,246.4,112.9,76.4,78.5,85.1,93.3,99.8,101.5,106.9,129,141.8,141.9,148.8,146.2,148.6,352.9
126.8,327.2,286.7,341.7,279.7,58.2,58.1,61.5,66.5,72.9,77.7,83.8,91.1,95,67.7,63,82.3,110.9,231.2,325.3
15.3,265.4,10403.6,302.5,10.2,10.1,9.7,10.9,13.2,13.1,9.8,15.3,14.5,10.5,8.1,11.6,22.9,47.4,86.2,120
436.7,75.3,61.2,55.3,54.7,58.9,94.2,128.1,204.1,302.8,168.7,132.8,267.2,246.1,177.7,206.9,203.7,203.1,212.7,199.1
12,10.8,10.5,8.7,9.8,8.5,8.7,10.3,11.7,15.2,12.1,9.4,12.3,14.9,13.4,13.8,20.2,22.2,22.3,14.6
207.6,216.6,359.8,41.6,36,33.4,34.9,35.9,37.4,40.4,47.9,51.6,69,53.3,51.4,107.5,91.9,114.9,126.9,97.6
10022.7,10047.1,10569.6,214.5,29.9,25.9,25,26.9,33.4,37.8,44.8,48.7,71.8,65.2,46.9,55.8,80.3,93.8,97.2,101.6
246.2,308.6,166.5,255.3,366.3,213.6,72.6,69.4,70.2,77.8,88.6,300.9,243.8,259,187.5,306.5,394.9,386.3,461.4,379
10286.5,10157,349,459.8,38.3,33.9,33.9,33.2,34.5,34.7,36.3,43,62.7,56,51.7,42,51.2,59.1,65.9,74.7
88.3,264,432.3,254.4,72,68.8,70,70.4,71.9,71.5,90.1,79.5,98.2,95.1,118,140.7,163.1,173.3,172.9,179.1
10066.5,10276.3,240.3,29,27.3,25.4,25.3,26.7,27.5,29.1,33,29.8,32.8,30.4,30.6,31.9,43.5,66.7,98.9,85.5
82,39.9,40.4,40.7,41.3,43.4,48.3,57.6,63.8,65.9,74.3,76.3,63.6,60.9,66.2,109.5,236.4,317.9,216,175.1
39.4,34.7,32.8,32.4,33.9,37.2,34.9,35,38.6,39.6,36.3,43,56.7,64,71,75.2,72.6,68.5,345,491.7
117.1,318.2,30.2,27.4,26.8,27.1,27.6,29.6,35.1,41.8,38.4,34.1,33.4,34.6,38.3,51.2,120.8,161.7,187.7,285.4
123.6,123.3,123.7,125.5,129.8,129.5,134.1,124.1,122.3,114.1,103.4,83.5,110.1,129.6,144.4,148,164.1,250.2,493.7,461.8
334.5,262.1,260.8,34.4,34.8,36.3,37.7,38,45.5,46.9,44.3,47.6,52.9,56.6,64.2,85.4,114.4,198.1,154.8,150.8
419.2,65.6,60.3,56.1,53.8,53.7,58,69.5,99.1,97.6,82.5,84.8,117.7,161.8,154.3,153.7,140.8,156.2,245.8,581.7
434.4,66.8,65.7,65.2,68,70.5,73.8,82.9,140.4,102.6,86.8,99.8,113.9,133.8,168.4,182.7,181.1,181.7,160.6,143.3
74.8,61.3,57.6,55.7,54.3,62.6,73.6,100.7,147.8,114.5,127.2,148.3,135.4,156.2,137.1,115.3,105.6,96.6,106.9,722.3
390,295,299.6,49.1,48.4,48.8,50.8,54.8,66.7,65,72,68.2,66.8,68,79.1,86.4,126.3,216.3,489.4,464.6
237,279.5,54.8,57.1,57.3,74.3,95.2,96.9,106.5,89.4,82.8,83.9,142,116.7,137.1,219.7,252.1,273.5,249.5,264
405.4,103.6,38.7,36.9,38.3,41.4,47.6,50.1,49.7,45.8,38.2,36.7,37.5,37.2,37.9,39.8,43.6,61.6,316.7,691.9
133,76,104.4,97.3,139.8,163.7,165.4,128.7,215.2,196.2,189,170.7,267.2,227.5,155.9,278.8,419.7,336.4,448.7,407.3
159.1,69.6,70.4,68.6,65,64.3,65.4,71.9,100.7,96.9,89.2,88.1,84.4,95.8,116.4,177.8,276.2,268.8,258.3,264.6
86.2,79.7,78.8,76.7,70.5,67.3,69,78.3,101.6,92.2,79.2,86.3,278.5,350.7,367.6,355.9,374.4,376.5,381.6,333.3
133.3,10370.8,46.6,46.9,47.3,45.9,46.8,50,56.3,73.1,88.8,80.8,76.6,73.5,70.6,66.4,75.6,149,650.5,375.3
10501.2,326.1,62.8,58.5,58.9,56.5,64,81.4,72.8,86.1,78.6,79.3,78.9,84.8,109.9,188.4,299.2,583.2,465.7,378.8
224.1,519,82.2,53,42.7,41.5,45.8,58.5,78.9,91.9,96.8,93,86.4,78,80.2,90.9,116.4,125.5,130.5,139.4
118.9,150.8,116.8,97.5,105.5,85.9,120.9,143.6,119.7,107,101.9,85.3,74.8,90.8,107.4,115.1,125.6,133.2,221.5,219.9
549.7,54.4,52.7,54.2,55,56.3,60.5,61.6,62.5,53.9,58.2,72.3,99.9,124.6,130.4,184.5,225.8,248.6,234.5,204.1
39.2,40.8,43.7,45.1,43.1,44,45.9,42.7,40.6,39.1,40.5,59.5,300.7,523.3,681,669.6,822,937.8,888.1,852.6
351.6,295.3,183.2,132.3,218.3,185.1,191.8,197.9,219.4,119,111.3,98.6,92.9,105.2,123.4,117.7,121.2,131,124.7,131
148.8,75,61.3,66.5,60.3,55,68.2,116.4,206.7,219.2,205.8,219.3,209.2,189.9,162,139.2,113,97.2,73.8,71.2
334,152.1,31.7,31.6,31.1,33.4,62.5,37.8,40.9,39.9,39.8,38.8,37.6,59.2,119.6,153.1,185.5,199.1,200.8,135.8
508.2,395.4,143.2,20.7,13.3,13.6,21.3,27.6,21.3,13.2,18.4,18.9,15.4,21,326.2,403.5,149.4,219.2,377.1,356.9
290.2,280.2,162.9,43,41.7,40.2,37.4,43.8,41.8,46.4,45.5,41.9,41.2,46.4,52.4,53.6,52.3,53.5,52.7,54.4
27.6,24.3,24.9,29.7,31.3,32.8,32,30.5,34.4,47,60.9,54.4,62.2,68.6,64.8,72.1,70.1,66.7,66.3,67.5
32.1,33.7,35.6,40.9,61.3,78.2,70.8,73.4,65.1,117.1,109.9,115.7,116.5,108.5,94,85.8,99.2,132.1,192.6,185.4
158.4,216,172.9,14.7,16,19.4,22.7,33.3,30.8,30.7,28.8,30,33.4,39.4,41.6,44.2,52.6,74.4,121.9,125.2
234.6,172.8,22,20.7,19.9,21.6,23.8,22.3,22.5,25,27.3,28.1,28.6,28.6,31,40.2,53.3,70.1,98.6,136.9
197.9,244.3,27.8,25,23.5,24.2,27.4,29.4,35.5,38.7,39,31.5,33,35.4,42.5,43.8,43.9,61.2,129.5,143.1
23.7,23.4,23.6,23.4,23.4,23.7,24.3,27,30.9,29.9,29.3,33.3,43.1,65.5,100.1,124.9,165,134.3,197.7,180.5
410.4,29.1,26,27.3,31.9,38,35.4,32.5,29.8,33.1,34.8,36.7,33.1,31.3,32,39.1,44.8,73.4,272.1,101.5
37.3,37.5,36.1,34.9,34.2,37.9,42.1,42.1,141.6,144.4,151.2,242.4,246.1,259.7,325,325.3,324,267.8,352.4,365.4
40.3,38.5,37.1,37,37.2,41.3,44.5,48.4,53.3,58,135.6,140.2,140.3,144.9,232.2,281.8,241.1,248.1,268.7,259.6
369.8,53.4,52.1,52.8,57,55.5,62.5,80.6,147.5,149.7,159.9,172.9,185.3,273.4,296.8,447.1,356.8,290.8,244.4,298.9
355.3,76.7,74.8,74.6,74.4,79.8,84.1,86.2,136.2,155.7,171.2,148.9,143.2,140.5,135.6,124.5,217,228.4,218.1,283.7
408.7,129.2,162.7,27.4,26.4,24.6,25.2,25.7,26,27.9,31.8,36.2,33.2,32.7,34.4,39.5,85.8,153.1,148.1,63.6
131.7,134.8,113.5,128.4,15.1,16.9,18.4,19.9,20.7,21.7,23.4,25.4,25.4,24.9,20.6,17.5,21.5,30.1,52.5,124.7
68.8,50.8,43.1,41.7,40.2,40.2,42.5,52,66,77.2,171.3,255.9,252.2,280.5,360.4,447.5,450.2,386.2,367.6,416.1
79.1,68.2,67.3,61.4,58,54,56.2,125.3,137.8,225.6,148.9,223.1,200.8,240.4,198,293.5,296.1,281.4,322.9,315.5
402.6,524.2,604.9,335.2,129.2,208.1,52.8,43.6,45.8,48.8,50.4,56.3,65.7,76.3,129,142.8,91.5,77,98.1,179
442,521.8,910.3,785.2,547,105.5,89.2,74.8,70.4,67,73.6,187.6,175.3,173.7,249,210.1,223.4,174.5,181.5,355.2
525,334,179.5,141.2,98.2,78.2,85.9,87.1,84,92.2,103.5,276.9,287,292.2,160.7,138.7,138.9,132.6,140.8,128.5
331.9,267,92.9,70.3,59.4,56,56.2,57.1,70.8,109.8,171.2,124.4,142,141.4,126.6,121.5,86.4,89,90.3,92.8
688.5,656.6,568.3,519.6,63.1,62,58.7,56.8,56.6,58.6,64.6,70.2,76.2,88.6,95.9,100.5,76.6,77.9,94.8,153.6
174.7,186.2,355.2,554.7,604.2,437.4,299.8,49.8,48.7,51.5,67.6,98.9,123.6,124.8,111.9,95,94.6,94.2,91.4,120.8
473.8,633,453.4,804,72.3,71.7,62.4,56.5,57.5,57.1,64.1,70.7,85.8,97.7,116.7,112.9,62.5,55.8,67.7,116
110.2,124.3,209.1,473.5,226.6,158.6,40.7,39.9,42.6,47.7,48.4,48.3,55.8,70.5,89.8,65.3,57.4,51.5,50,59.9
95.9,267.3,336.6,322.5,69,67.1,58.4,50.7,43.4,40.7,43.7,46.8,57.6,86.6,153.3,272.1,201.7,208,164.8,133.4
214.8,251.8,232.8,530.7,324.3,612.9,337.1,75.2,70.8,75.8,94.8,98.6,109.7,120.4,149.4,194,159.5,153.8,175.2,194.5
402.1,470.4,542,679,242.7,68.1,59.7,53.3,48.4,45.5,43.4,45.4,49,91.2,117.2,160.1,159.4,143.4,162.3,273.3
375.4,378.9,323.4,542.3,259.4,356.1,62.8,60.3,59.2,64.5,147.6,142.2,160,98.5,74.9,91.1,94.5,94.6,96.6,98.4
168.6,150.5,374.3,543.6,451.1,466.8,440.9,121.3,104.4,83.6,76.1,76.3,74.2,73.8,83.3,220.2,542.5,520.5,477.2,642.8
113.3,294.9,441.4,383.3,409.8,518.4,567,82.2,65.2,54,55.1,74.1,254.7,243.5,142.9,275.8,474.8,509.5,579.2,470.7
274.4,258.5,113.6,137.2,118.6,85.7,63.6,53.4,55.6,69.5,95.9,103.2,117.5,124.5,186.9,190.8,232.3,243.5,237.4,398.4
454.9,330.3,210.8,59,55.5,55.5,58.2,61.1,65.9,69.8,73.2,71.7,75,69.9,75.4,70.6,55.6,86.7,87.9,101.1
322.1,429.1,711.1,776.8,121.4,102.3,89.7,80.6,75.7,75,82.9,95.3,108.4,142.9,209.3,241.7,291.9,267.8,225.3,207.8
266.4,314.1,212.7,572,605.2,47.4,45.9,41.7,44.5,45.5,44.9,56.2,102.1,100.2,91.2,100,121.6,126.9,132.2,128.8
155.5,294.1,350.4,538,678.1,440.7,303.4,64.9,62.2,60.8,59.4,61.9,65.3,71.9,70.8,63.3,74.9,96,87.8,86.5
295.9,340.5,284.5,364.7,711.2,36.8,32.6,28,26.3,25.9,26.4,35.9,60,87.3,81.5,95.2,77.7,73.9,69.1,68.4
434.7,10413.4,10362.4,10463,10436.3,456.9,80.3,40.1,38.2,37.3,37.3,38.1,39.7,41.6,45.5,49.9,55.9,61.2,68.6,64.9
10036.7,10198.4,363.3,53.5,48.1,43.5,41.5,41.6,41.9,44,48.1,53.1,58.3,66.4,74.8,94.6,77.3,56.1,51.1,57.9
175.5,10280,10246.8,10420.3,10235.4,562.6,336,139,48.6,45.4,43,45.8,49.5,67.9,128.3,148.4,106.7,104.5,120.8,192.1
10039.2,10191.5,10709.2,454,229.3,59.4,55.2,53.7,51.5,49.8,48.3,49.9,53.3,63.4,80.6,194.5,185.2,126.6,117.1,115.4
143,417.9,547,633.9,368.8,222,53.4,50.2,52,53.4,53.7,56.2,62,66.1,88.9,120.4,97,67.5,64.1,73.8
10179.7,10385.8,559.6,361.4,64.4,56.3,46.4,38,39.9,50.9,65.1,80.1,95.8,120.6,160,198.1,227.3,170.8,168,201.6
88.4,140,331.3,10263,10201.5,10144.9,10559.5,275.9,46.5,44.3,42.6,42,42.1,44,51,74.4,76.8,72.7,68.7,70
10056.7,10160.7,10334.4,284.7,198.3,63.3,55.2,54,55.4,60.8,70.8,83.7,94.8,96,94.9,113.3,83.4,75.8,75.3,80.7
10319.1,10423.3,10383.2,603.1,461.5,172.4,62.8,58.5,56.2,55,56,69,91.3,111.9,123,116.6,109.2,109,114.6,151.1
10325.7,10249.3,10296.4,407,50.5,51.6,53.1,54.9,56.8,57.5,58.8,60.2,62.4,76.9,93.8,86.7,72.4,78.4,115.6,205.8
10184.8,10108.1,10325.3,10439,396.9,368.9,203.2,34.5,37,39.4,40.7,43.9,49.3,50.3,54.3,52.4,52,47.8,53,102.7
10219.4,10462.4,10558.9,92.4,49.7,49.2,47.8,48.4,52.2,59.6,67.8,74.4,78.2,75.5,73.5,73.8,73.2,76.8,74.8,66.7
10305.1,10299.5,10447.1,358.5,204.3,68.7,60.7,55.1,55.3,57.6,63.4,76.1,97.4,136.4,139.3,137.7,159.1,134.2,125.9,151.1
10111,10472.3,307.4,183.8,32.2,29.9,27.9,26.2,28.6,31.6,35.8,42.3,50.3,54,57.8,66.6,72.4,60.4,48,53.1
467.9,10348.4,194,58.6,57.2,54.6,52.7,51,52.4,54.4,57.2,63.5,70.1,78.5,94.9,84.8,85.5,81.5,81.2,92.7
10319.7,538.6,227.7,54.7,51,50.6,50,49.9,51.4,54.5,59.2,63.6,67.8,72.3,80.2,82.9,79.8,73.6,68,66
10190.2,10454.2,10553.8,112.6,28.7,28.9,30.1,29.9,29.9,30.6,31.1,32.8,35.5,37.9,46.5,47.2,60.5,53,43.8,46.3
10223.3,10292.9,406.3,34.6,31.6,33,34.6,37.1,40.2,43.8,44,46.6,50.3,57.7,62.8,74.3,85.4,80.6,72.8,63.6
319.3,296.2,248.1,36.6,39.7,42.1,42.3,42,41.9,41.8,40,40.1,41.2,44.3,48.7,57.3,57.7,57.2,55.8,60.8
10309.6,10456,29,29.3,27.5,25.1,28.1,31,33.3,33.6,32.3,32.2,35.2,41.6,57.2,56.7,56.3,44.6,44.5,51.8
