a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20
2587.3,2661,2710.9,2735.1,2726.1,2734.3,2754.6,2787.5,2820.6,2849.7,2867.2,2865.1,2886.7,2920.2,2874.4,2596.3,2439.6,2658.4,2851.5,3344.5
2112.2,2112.8,2193.5,2314.1,2893.6,2854.5,2843.8,2853.3,2865.9,2879.7,2890.6,2900.6,2898.8,2783.4,2705.2,2699.3,2725.5,2770.6,2851.9,2978.1
2279.5,2503.5,2496.5,2464,2457.7,2480.5,2514,2550.1,2586.9,2627.2,2663.4,2702.8,2734,2693.7,2823.9,2320.9,2026.1,2055.1,2242.2,2971.1
2375.8,2486.1,2611.6,2597.4,2590.6,2599.7,2619,2626.4,2629.4,2635.5,2649.1,2660.8,2658.2,2617.4,2572,2473,2384.3,2437.6,2487.7,2882.5
2190.4,2389,2453.8,2415.4,2429.8,2458.4,2487.9,2518.7,2548.4,2567.9,2577.8,2610.5,2576.4,2307.9,2122.5,2189.8,2253.4,2297.8,2868.1,3268.6
2040.3,2212.4,2531.5,2691.7,2697.2,2713,2729.3,2743.9,2753.8,2755.8,2746.5,2728.5,2710.3,2673.5,2663.3,2703.5,2784.1,3040,3350.5,3500.1
2030.4,2697.8,2844.1,2751.8,2692.2,2695.7,2720.4,2753.6,2796.4,2848.1,2899.3,2959.9,3013.2,2847,2238.8,2116.9,2202.8,2631.9,3245.3,3585
1771.3,1752.3,1749,2202.7,2718.7,2685.7,2693,2716,2756.3,2781.9,2732.1,2646.9,2520.2,2441,2467.4,2538.5,2648.8,2830.5,3044.8,3349.7
2300.4,2433.3,2508.1,2779.6,2822.2,2741.8,2693.3,2737.8,2839.8,2947.8,3011.2,3044.2,3004.8,2985.3,2967.3,3028.9,3307.7,3341.8,3393.1,3454.8
2180.7,2185.4,2186,2624.8,2905.8,2881.7,2882.4,2893.4,2905.8,2922.4,2938.5,2946.8,2928.4,2872.6,2822.5,2804.1,2824.8,2874.5,2966.3,3048.6
2193.8,2185.9,2394.3,2733.5,2714.4,2684.9,2684.2,2701.6,2719.2,2744.4,2763.1,2785.3,2808.9,2776.9,2707.9,2268.1,2305.8,2834.8,3191.2,3334.7
2312.6,2285.4,2287.7,2359.3,2706.4,2967.7,2934,2923.9,2933.4,2951.9,2972.2,2993.2,3001.2,2936.6,2898.2,2797,2754.8,2782.5,2831.9,2893.6
2129.7,2206.3,2541,2883.2,2859.2,2839.3,2839.4,2862.6,2895.4,2910.9,2924.6,2944.7,2967,2906.8,2859.5,2863.8,2901.1,3001.8,3121.2,3161.2
2174,2177.2,2249.4,2819.8,2931.1,2914.6,2909.4,2924.6,2954,2960.1,2964,2965.7,2968.9,2970,2968.6,2969.1,2975.6,2994,3009.3,3022.1
2482.6,2596.1,2548.2,2546.8,2571.1,2603.5,2640.7,2687,2723.5,2624.6,2562.1,2550.9,2559.8,2422.1,2306,2511.5,2782.3,3235.3,3506.4,3524.3
2310,2783.8,2861.3,2851.6,2858.8,2871.3,2886.7,2900.4,2909,2907.6,2900.9,2886.1,2861.5,2832.4,2869.5,2955,3103.3,3212.5,3276,3314.5
2447.5,2560.9,2667.6,2754.1,2755.9,2719.6,2735.8,2795.2,2889.7,2988.3,3072.2,3170.9,3218.9,3408.9,2879.6,2988,3402.3,3550.4,3639.1,3692.4
2098.2,2099.1,2099.7,2247.9,2889.7,2986.8,2973.4,2980.7,3006.9,3030.5,3038.1,3032.6,3022,2999.9,2979.2,2977.6,2988.3,3024.9,3069.7,3118.9
2082.1,2105.7,2252.1,2495.1,2692.5,2667.8,2671.2,2697.6,2733.9,2739.7,2706.8,2621.3,2553.3,2422.6,2415.6,2468.5,2606.3,2712.4,3037.6,3196.7
2071.9,2095.7,2844.1,2930.1,2919.1,2923.2,2934.9,2948.8,2963.4,2976.6,2983.9,2975.8,2942,2835.3,2837.9,2875.5,2951.8,3091.4,3315.2,3492.8
2214.2,2259.7,2281.2,2574.7,2640.3,2646.1,2654.5,2663.6,2668.9,2665.9,2643.8,2608.6,2574.7,2547.2,2552.1,2563.1,2719.6,2936.8,3176.5,3336.1
1851.1,1876.2,2393.8,2517.6,2607.1,2611.7,2620.3,2629.4,2634.1,2624,2602,2577.7,2565.3,2559.6,2564,2586.8,2622.1,2685,2769,2995.3
2460.2,2471,2482.9,2577.2,2651.5,2702.2,2717,2745.3,2784.2,2814.4,2838.3,2761.4,2716,2711.7,2721.3,2749.8,2837,3013.2,3216.6,3327.5
1769.7,1764.7,2059,2623.6,2705.3,2711.3,2728.7,2748.2,2766.6,2783,2797.2,2799.2,2764.6,2661.6,2577.5,2596.5,2632.3,2692,2797.8,3090.1
2473.1,2491.3,2503.5,2551.3,2614.6,2830.7,2844.6,2866.3,2884.2,2902.2,2920.4,2936,2929.6,2705.6,2692.2,2708.7,2755.6,2919.3,3182.4,3552
1818.2,1818,1813.7,1958.9,2804.9,2770.7,2765.7,2776.1,2785.1,2801,2811.6,2823.4,2811,2679.7,2646,2665.4,2715,2842.4,3017.2,3139.1
2134.6,2158.6,2451.7,2574.1,2542.2,2558,2578.1,2601.3,2628.5,2651.6,2681.5,2683.2,2599.3,2475,2396.4,2373.3,2358.2,2837.6,2980.5,3302.6
1974.9,2535.8,2672.9,2602,2600.4,2624.4,2653.5,2689,2731,2777.5,2802.8,2821.4,2668.3,2212.4,2179.9,3029.2,3329.8,3448.1,3578.7,3624
2470.2,2484.5,2486.7,2489.9,2515.7,2606,2784.1,2910.3,2918.9,2929.8,2937.5,2938.1,2927.7,2879.4,2807.4,2828,2854.8,2899.2,2952.8,3049.3
1854.4,1910.5,2008.2,2188.2,2745.8,2743.4,2762.8,2778.7,2797.9,2819.5,2842.3,2861.7,2870.4,2846,2734.6,2616.8,2554.6,2583.1,2615.3,2725.3
2004.4,2117.8,2209.6,2425.3,2546.4,2657.3,2667.3,2678.4,2686.6,2687.3,2684.8,2669.6,2629,2561.9,2556.4,2567.7,2611.1,2735.5,3052.2,3322.1
1555.9,1862.7,2026.9,2609.4,2724.3,2727.2,2741.7,2750.8,2753.7,2745.7,2707.5,2677.2,2684.3,2703.3,2734.7,2791.3,2869.3,2986.1,3157.3,3323.7
2584.1,2646.3,2627.9,2639.9,2658,2680.3,2690.1,2666.3,2592.8,2539.3,2472.4,2512.7,2683.9,3207.3,3502.8,3505.1,3528.5,3530.7,3512.4,3487.6
2605,2595.2,2595.6,2601.9,2611,2620.9,2631.7,2642.8,2650.2,2644.1,2615.4,2564.3,2631.6,2727.9,2779.7,2790.1,2792.2,2777.7,2784.5,2787.5
2325.5,2319.9,2571.2,2824.7,2818.9,2830.3,2848.2,2864.6,2880.1,2888.2,2873.4,2815.2,2741.5,2720,2751.1,2846.6,3015.5,3320.5,3620,3729.5
1844,1841.8,2116.2,2830,2841,2828.9,2834.8,2851.4,2875.3,2896.2,2914.7,2915.6,2870.4,2717.5,2710.6,2777.6,2898.1,3031.4,3147.6,3231.2
2455.1,2458.9,2491.6,2564.3,2663,2831.2,2882.2,2891.4,2903.5,2900,2858.8,2893,2885.2,2909.8,2924.1,2995,3077,3151.1,3232.3,3266.3
1965.3,1933.2,1970,2710.7,2917.4,2898.8,2902.6,2912.2,2925.9,2939.9,2951.9,2955.7,2921.2,2847.4,2827.4,2862.5,2943.9,3035.3,3140.4,3253.1
1987.7,2068.5,2340.2,2580.8,2695,2699.4,2706.1,2713.2,2715.1,2668.6,2643,2635.2,2633.9,2688.6,2811.5,2903.8,2990.7,3060.5,3118.7,3164.6
1620.7,2015.3,2577.5,2711.8,2711.4,2719.6,2734.1,2745.8,2751.6,2745.3,2729.3,2695,2662,2680.7,2712.7,2754.8,2825.2,2922.5,3065.2,3108.9
2490.7,2484.6,2497.5,2516.3,2532.7,2540.9,2539.8,2534.2,2531.3,2531.1,2519.3,2500.4,2503,2520.4,2547.3,2607.1,2828.6,3330,3503,3587.3
2567.8,2562.7,2567.3,2574.2,2581.5,2591.3,2596.6,2593.5,2543.4,2531.3,2546.2,2595,2674.4,2748.9,2776.8,2786,2782.1,2787.1,2867.9,3086.8
1611.1,2305.3,2455.4,2458.5,2468.1,2478.4,2488.1,2495.1,2482.4,2434.5,2396.9,2392.6,2406.3,2429.3,2459.8,2499.9,2582.9,2969,3089.6,3257.4
2315.6,2333.4,2348,2373,2391.2,2412.4,2419.3,2441.9,2417.4,2401.7,2406.5,2439.4,2493.1,2537,2588.9,2638.5,2701.3,2809.7,2971.7,3043.1
1918.9,2023.5,2380.2,2433.4,2438.2,2445.9,2452.8,2456,2405.2,2370.6,2376.3,2398.4,2429.4,2468.3,2520.6,2596.8,2676.5,2769.1,2789.7,2807.5
2429.1,2600.3,2595.9,2607.7,2630.1,2656.5,2676.3,2639.2,2567.6,2542,2577.5,2764.6,2895.8,2950.4,2948.9,2971.6,3022.5,3112.2,3209.2,3533.9
2338.8,2516.2,2512.1,2524,2542.4,2560.7,2574,2572,2435.8,2401.2,2442.2,2520.6,2603.1,2725.2,2864.4,2966.2,3000,3037.7,3041.7,3051.3
2574.2,2560.3,2570.7,2589.4,2611.7,2639.8,2670.1,2698.3,2658.3,2380,2442.1,2790.7,2956.8,2968.2,2933,2895.1,2883.3,2899.7,2935.3,3165.4
1831,1962.3,2331.8,2401,2412.8,2426.8,2442,2452.5,2392,2374.8,2332.5,2286.7,2281.7,2293.2,2315.9,2357.7,2437.3,2526.9,3170,3529.9
2250.1,2415.4,2534.5,2547,2571.4,2588.6,2570.8,2523.1,2457.8,2437.8,2448.2,2517.5,2667,2882.2,3059.2,3195.1,3338.4,3493.5,3551.9,3536.2
1607.8,2184.6,2198,2205,2212.2,2217.4,2215.4,2210.8,2199,2175.4,2159.3,2152.3,2156.9,2167.2,2180.9,2197.3,2211.3,2216,2293.4,2466.6
2259.7,2284,2296.3,2326.8,2325.5,2246.6,2171.3,2120.4,2222.3,2282.8,2363.1,2483,2718.1,2875.4,3087.4,3187.5,3588.2,3609,3591.2,3698.8
2411.2,2419.4,2426.5,2436.6,2444.1,2451.1,2453.2,2451.9,2407.3,2385.3,2382.8,2388.4,2400.5,2428.9,2471.1,2584.3,2836,3069.6,3197.2,3224.5
2365,2380.2,2398.7,2416.6,2431.3,2437,2433.2,2412.4,2301.8,2317,2369.7,2471.5,2748,2998.9,3165,3288.5,3319.7,3309.1,3289.7,3241.6
1665.2,1918,2360.5,2352.8,2364.3,2376.1,2389,2401,2399.7,2357.8,2279.4,2235.2,2228,2239.6,2256.5,2275.9,2298.5,2284.3,2754.7,3395.4
1608.9,2332.1,2473.8,2477.3,2495.1,2515.8,2532.2,2523.9,2487,2384.1,2374.5,2404.2,2446.7,2498.9,2549.7,2621.3,2834,3219.2,3409.1,3463.8
1749.8,2066.7,2513.9,2528.3,2551.6,2570.8,2586.7,2593.1,2579.2,2546.2,2524.4,2517.1,2522.9,2536.6,2561.1,2588.7,2617.2,2643,2667.2,2716
2453.1,2537.4,2573.5,2614.3,2644.4,2699.6,2721,2682,2635.9,2595.7,2622.2,2689.5,2796.2,2900.7,2952,3016.5,3083.3,3183.6,3331,3377.4
2206.4,2378.9,2381.1,2393.5,2405.1,2414.1,2417.6,2415.8,2327.7,2311.5,2347.9,2409.8,2493.6,2586.5,2672,2784.6,2879.1,2955.2,2966.1,2960.3
2451.8,2447,2451.6,2458.5,2464.9,2470.4,2469.2,2454.3,2417.8,2431.3,2476.4,2528.6,2629.2,2729.2,2801.9,2842.5,2924.8,3151,3891,3882.8
1695.5,2355.4,2417.2,2482.1,2468.5,2518.7,2526.7,2535,2520.9,2544.1,2524.1,2488.2,2601.2,2716.7,2805.4,2760.7,2779.6,2820.6,2864.7,2946.8
2552.3,2546.1,2559.3,2593,2644.4,2728.7,2813.1,2856.1,2859.2,2896.1,2949.8,2633.1,2660.7,2833.6,3114.6,3181.1,3345.6,3452.5,3510.8,3538.5
2144.8,2422.1,2478.9,2485.5,2495.1,2504,2500.2,2495.7,2462.7,2437.3,2440.5,2454,2517.7,2631.4,2769.6,2838.6,2875.3,2887.7,2892,2850.2
2328.6,2247,2470,2609.9,2611.1,2613.2,2614.2,2615.7,2617.8,2613.9,2606.4,2605.4,2608.9,2613.6,2774.1,2807.1,2624,2640.1,2956.2,3013.1
1932.7,2112.6,2404.5,2455.4,2466,2477.5,2484.8,2476.2,2462.3,2441,2428.7,2447.6,2480.4,2525.4,2578.4,2618.5,2647.5,2663.7,2668.8,2679
2790.9,2754.4,2751.1,2780.9,2810.3,2832.5,2845.3,2843.5,2838.8,2838.6,2750.5,2759.6,2823.5,2915.9,3046.2,3164.9,3249.4,3302.4,3337.9,3356.9
2195.1,2196.4,2202.6,2204.9,2195.5,2170.8,2169.9,2159.3,2163.5,2225,2262.7,2285.8,2299.5,2298.9,2296.7,2305.8,2339,2411.4,2478.7,2524.7
1968,2060.4,2238.9,2282.7,2283.9,2283.4,2280.6,2275.7,2276.1,2270.9,2259.8,2262.9,2269.3,2280,2292.6,2311,2346.5,2424.3,2613.9,2763.4
1956.6,2230.8,2282.5,2288.1,2295.4,2297.8,2296.1,2289.8,2276.2,2261.5,2261.4,2269.6,2284,2304.1,2329.1,2360,2402.2,2459.7,2535.4,2610.6
2253.5,2299.6,2466.9,2465.9,2479.5,2489.9,2493.3,2496,2486.4,2475.4,2462.3,2453.8,2454.5,2463.1,2479.4,2510.4,2581,2724.4,3048.8,3491.7
2218.9,2220.6,2220.2,2223.7,2228.4,2235.9,2244.6,2249.5,2231.6,2242.7,2262.7,2287.7,2322.9,2380.9,2435.6,2536.1,2643.3,3291.5,3475.5,3587.2
2271,2289,2297.9,2299.6,2292.5,2278.1,2268,2265.1,2263.4,2264.1,2268.2,2275.1,2279,2291.8,2324.2,2360.6,2465.1,2673.6,3169.3,3670.2
2617.4,2611.7,2625,2639.7,2652.2,2652.7,2643.2,2626.6,2625.4,2630.3,2647.7,2687.9,2726.3,2776.3,2853.2,2911.5,2956.6,3052.7,3254.4,3479.7
2791.2,2784.2,2793.7,2812.4,2827.6,2840.4,2843,2833,2819.1,2813.6,2834.9,2852,2880.9,2901.3,2927,2951.1,2978.9,3047.7,3176.1,3373.9
2332.3,2416.7,2427.7,2445.2,2463.1,2474.5,2467.9,2427.5,2402.6,2375.1,2379.5,2401,2445.8,2535.7,2661.8,3013.1,3391.3,3651,3718.4,3747.8
2854.4,2883,2878.7,2888.8,2904,2922,2939.7,2954,2975.4,2980.5,2984.2,2934,2922.2,2939.6,2968.3,3031.3,3163.7,3380.5,3600.4,3698.4
2281.8,2325.2,2473,2507.1,2517.2,2525.3,2535,2539.4,2537.8,2532.5,2519.4,2475.2,2478.4,2492.2,2511.9,2546.7,2659.9,3010.9,3692.7,3817.9
2729.2,2729.1,2720.6,2754.4,2792.5,2800.6,2806.9,2810.2,2811.3,2811.2,2808.9,2807.5,2810.5,2815.9,2822.8,2832.5,2859.8,2915,3055.2,3406.5
2563.1,2561,2573,2590.6,2604.8,2614.7,2614.2,2597.5,2561.8,2539.9,2545.5,2545.8,2571.8,2641.7,2863.3,3102.4,3322.9,3406.5,3448.5,3489.3
2741.4,2721,2730.6,2743.5,2760.8,2778.1,2797.3,2817.8,2810.5,2815.3,2788.7,2790.7,2778.4,2777.7,2770.3,2815,2888.9,3022.2,3191,3428.9
2318.3,2430.9,2635.2,2720.3,2758.4,2764.5,2827.6,2830,2844.5,2862.6,2881.1,2900.4,2919.7,2926,2844.9,2727.1,2606.1,2620.2,2622.3,2718.6
2563.9,2745.2,2724.7,2825.7,3108.1,3192.5,3137.9,3112.5,3123.8,3148.2,3193.1,3269,3187.2,3196.2,3235.3,3222.1,3162.4,3183.7,3225.6,3436.1
2467.4,2546.3,2735.7,2847.8,2881.4,2901.9,2914.7,2916,2924.3,2980.9,3034.8,3046,3035.8,2969.7,3023.3,3075.1,3103.2,3103.1,3061.9,3006.5
2817.9,2997.2,2983.5,2977.6,2983.6,3003.4,3030.6,3059.9,3092.6,3091.2,3087.6,3015.9,3054.2,3044,3111.9,3192.8,3311.8,3322,3325.6,3321.9
2469.9,2459.7,2685.1,2780.6,2985.3,2967.1,2959.4,2964.3,2974,2987.2,3002.8,3017,3025.6,3018.2,2994.5,2867.3,2847.1,2872,2907.7,2949.3
2541.7,2569.2,2579.4,2628.5,2830.3,2999.3,3071.1,3085.8,3091.4,3114.4,3149.8,3158.9,3142.8,3145.6,3152.7,3115.2,3045.2,3042.7,3078.2,3127.7
2444.1,2506.8,2479.7,2707.6,2968.5,2936.3,2914.7,2920.5,2935.9,2955.9,2978.3,3000.5,3016.2,3015.8,2990.7,2849.6,2744.2,2760.8,2788.1,2815.2
2397.4,2411.9,2416.8,2680.9,2898.5,2952,2977.5,2987.4,2998,3004.9,3014.1,3017.7,3010.2,2992.1,2961.3,2932.4,2899.6,2911,2915.1,2930
2268.6,2348.7,2626.9,2821,2948.9,2940.6,2923.5,2913.7,2914.5,2925.1,2944.1,2966.4,2985.8,3002.3,2983,2818.1,2716.6,2698.8,2740,2787.2
2483.2,2527,2462,2609.2,2903.3,2932,3027,3044.6,3045,3067.5,3106.9,3158.2,3181,3184.7,3146,2977.3,2978.8,2998.6,2983.7,2951.1
2225.4,2392,2411.8,2533.7,2933,2930.1,2897.1,2891.8,2904.2,2923.8,2946.5,2973.1,3002.3,3012.5,3026.5,2698.2,2618.9,2633,2679.1,2978.4
2402.4,2407.4,2420.7,2463.7,2831.1,3024.9,3125,3122,3127.7,3147.1,3180.6,3122.6,3161,3188.2,3209.1,3202,3205.2,3222.1,3241.8,3270
2134.3,2162.5,2284.1,2349.6,2471.6,2551.1,2739.9,2811.8,2764.6,2755.3,2770.1,2806.4,2848,2895.6,2957,2989.1,2573.7,2388.7,2399.1,2698.6
2271.4,2320.8,2440.8,2441.4,2479.3,2879.4,3104.5,3131.3,3112.5,3107.6,3122.9,3174.4,3228.2,3282.4,3380.3,3362.7,3259.4,3122.9,3117.2,3193.9
2200.7,2418.6,2447.3,2559.2,2659,2716.1,2757.9,2784.6,2785.6,2801.8,2821.7,2844.4,2873.5,2842.1,2652,2592.8,2482.4,2530.8,2576.7,2701.8
2425.1,2299.6,2844.6,2841.4,2824.2,2830.3,2845.3,2866.4,2879.6,2895.8,2915.3,2930.3,2935.3,2940.8,2900.4,2809.7,2799.1,2870.2,2977.5,3084.6
2204.9,2239.8,2392.8,2722.6,2966.8,2949.4,2934.5,2933.5,2948.1,2970.2,3004,3042.5,3075.6,3090.9,3056.8,2995.3,2857.5,2848.6,2882.2,2983.7
2433,2453.2,2435.2,2633.5,2916.4,3174.4,3159.6,3153,3154.6,3165.1,3180.2,3211.6,3190.2,3166.4,3170.5,3205.4,3252.6,3245.7,3245.5,3260.2
2214.9,2245.7,2329.7,2365.2,2379.2,2621.1,2921.5,2942.2,2927.3,2930.2,2942.3,2957.8,2974,2985.2,2994,2966.1,2905.9,2835.4,2725.6,2753.6
2420.3,2458.8,2397.2,2412.8,2937.2,3135.4,3102.2,3093.9,3101.1,3114.4,3129.6,3153.3,3157,3104.7,3077.7,3021.6,2984.2,3009,3061,3125.8
1938.3,1892.1,1874.3,1968.9,2146.1,2482.1,2800.7,2802.6,2805.6,2815.2,2827.4,2839.7,2851,2861.8,2867.9,2860.9,2835.6,2779.1,2704.8,2721.1
1536.7,1745.5,2827.6,2889.4,2875.2,2882,2898.9,2918.3,2939.2,2957.8,2973.5,2988.2,3001.6,3005.8,2979.6,2898.8,2845.8,2840.1,2874.7,2934.1
2019.2,2008.8,1957.7,1978.1,2180.3,2430.6,2707.9,2779.3,2803,2810.4,2823.8,2843.4,2859.5,2864.2,2849.1,2699.5,2655.2,2637.3,2641.9,2706.8
1560.5,1594.4,1894.5,2813.5,3038,3049.1,3032.4,3036.2,3054.8,3076.2,3104,3130.5,3159.9,3190.3,3219.4,3181.9,2996.1,2879.1,2897.3,2973.3
2196,2369.8,2332.3,2370.5,2521,2583.9,2647.7,2649.5,2660.2,2671.9,2683.1,2694.7,2705,2706.1,2678.5,2597.5,2527.3,2515.8,2540.6,2585.3
1569.8,1701.2,2246.2,2802.1,2873.2,2865.1,2879.9,2905.6,2934.7,2965.1,2994.9,3024.9,3051.6,3073.5,3064.9,3009.6,2872.1,2662.3,2792.3,2910.2
2168.9,2222.9,2207.9,1931.1,1920.8,1876.9,2168,2715.3,2796,2794,2798.7,2806.4,2814.3,2821.2,2821.7,2774,2731.4,2731.2,2747.6,2771.7
1547.6,1575,1966.8,2573.6,2742.8,2771.1,2776.8,2792.4,2808.8,2824.6,2838.2,2846.8,2851.6,2845.1,2813.4,2734.5,2698.9,2680.7,2710.1,2765.3
1897,1904.8,1852.8,2156.3,2451,2622.6,2652.4,2654.4,2665.7,2681.5,2700.6,2712,2696.9,2649.7,2540.3,2496.9,2520.8,2574.9,2666.9,2821.3
1712.2,1797.1,1871.9,2551,2709.3,2712.4,2728.2,2748,2768.8,2790,2810.3,2822.6,2824.8,2787.1,2722.8,2632.7,2633.5,2678.4,2762.9,2975.7
1811.7,1771.5,1843.2,1971.5,2292.5,2517.8,2648.7,2704.2,2708,2714.3,2720.1,2727.1,2734.8,2737.9,2736,2717.4,2664.7,2628.7,2655.9,2733.7
1624.9,1827.2,2149.6,2824.7,2821.7,2821,2834.7,2853.3,2870.9,2885.5,2895.3,2900.9,2903.9,2905.7,2905.9,2902.8,2884,2851.7,2833.7,2851.5
1805.6,1908.2,2085.3,2484.5,2627.6,2660.5,2660.5,2668.9,2683.1,2699.3,2716.9,2738.6,2745.5,2710.7,2689.4,2654.5,2543.4,2498.4,2516.8,2604.5
1525.2,2057.6,2617.7,2730,2760.4,2761.9,2771.6,2785.9,2798.5,2811.7,2824.6,2834.8,2841.8,2846.1,2841.9,2824.9,2801.2,2748.5,2711.8,2722.6
2197.7,2105.5,2659.5,2674.4,2667.4,2672.6,2685.3,2699.1,2716.2,2730.2,2740.6,2752.3,2760.3,2764.8,2735.8,2684.3,2589.4,2595.4,2621.5,2643
1718.5,2061.6,2500.5,2683.8,2684.7,2697.9,2714.8,2728.5,2739.4,2745.3,2748.6,2753,2758.3,2761.1,2748,2732.5,2708.9,2692.1,2704.6,2727.5
1852.1,2010.7,2155.6,2763.9,2771.3,2766.3,2771,2779,2787.9,2797.1,2806.5,2815.1,2822.1,2828.5,2829.9,2815.9,2764.4,2725.7,2741.1,2785.6
1592.6,1878.4,2542.4,2907.1,2895.6,2905.2,2927.2,2951.1,2973.2,2992.1,3009.4,3024.2,3038.5,3051.4,3057.2,3054.6,3038.5,2988.9,2993,2996.1
2337.1,2305.4,2462.2,2705.4,2698.5,2697,2701.7,2710.3,2719.7,2728.8,2737.4,2746.2,2755.6,2764.2,2766.1,2753.7,2678,2658.8,2673.1,2709.3
1611.2,1963.2,2591.7,2578.7,2583.3,2597.2,2608.6,2618.1,2625.2,2631.2,2639.5,2645,2651.1,2656,2658.6,2653.5,2640.6,2603.9,2619.2,2649.1
