inputfile,outputfile,vowel,interval,duration,start,end,previous_sound,next_sound,omit,stress,word,word_interval,word_start,word_end,previous_word,next_word
S18_selected_tokens,S18_selected_tokens_0001,EH,2,0.09000000000000001,0.05,0.14,-,-,0,1,dental,1,0,0.58,-,-
S18_selected_tokens,S18_selected_tokens_0002,EH,4,0.07000000000000006,0.6696,0.7396,-,-,0,1,dental,3,0.5996,1.1796,-,-
S18_selected_tokens,S18_selected_tokens_0003,EH,6,0.07000000000000006,1.3898,1.4598,-,-,0,1,friendless,5,1.1998,1.9998,-,-
S18_selected_tokens,S18_selected_tokens_0004,EH,8,0.06999999999999984,2.1936,2.2636,-,-,0,1,friendless,7,2.0236,2.8636,-,-
S18_selected_tokens,S18_selected_tokens_0005,EH,10,0.10000000000000009,2.9796,3.0796,-,-,0,1,gemstone,9,2.8796,3.7396,-,-
S18_selected_tokens,S18_selected_tokens_0006,EH,12,0.04999999999999982,3.858,3.908,-,-,0,1,gemstone,11,3.758,4.518,-,-
S18_selected_tokens,S18_selected_tokens_0007,EH,14,0.11000000000000032,4.6884,4.7984,-,-,0,1,lemon,13,4.5384,5.2384,-,-
S18_selected_tokens,S18_selected_tokens_0008,EH,16,0.08999999999999986,5.3886,5.4786,-,-,0,1,lemon,15,5.2586,5.8586,-,-
S18_selected_tokens,S18_selected_tokens_0009,EH,18,0.1200000000000001,6.1952,6.3152,-,-,0,1,spenders,17,5.9052,6.9152,-,-
S18_selected_tokens,S18_selected_tokens_0010,EH,20,0.08000000000000007,7.2515,7.3315,-,-,0,1,spenders,19,6.9615,7.9515,-,-
S18_selected_tokens,S18_selected_tokens_0011,EH,22,0.10999999999999943,8.0679,8.1779,-,-,0,1,tendons,21,7.9679,8.7179,-,-
S18_selected_tokens,S18_selected_tokens_0012,EH,24,0.07000000000000028,8.8577,8.9277,-,-,0,1,tendons,23,8.7677,9.5777,-,-
S18_selected_tokens,S18_selected_tokens_0013,EH,26,0.08999999999999986,9.6998,9.7898,-,-,0,1,venture,25,9.5998,10.2998,-,-
S18_selected_tokens,S18_selected_tokens_0014,EH,28,0.08000000000000007,10.4715,10.5515,-,-,0,1,venture,27,10.3515,11.0415,-,-
S18_selected_tokens,S18_selected_tokens_0015,EH,30,0.08999999999999986,11.1872,11.2772,-,-,0,1,generates,29,11.0872,11.8572,-,-
S18_selected_tokens,S18_selected_tokens_0016,EH,32,0.0600000000000005,11.9994,12.0594,-,-,0,1,generates,31,11.8794,12.7494,-,-
S18_selected_tokens,S18_selected_tokens_0017,EH,34,0.0799999999999983,12.9783,13.0583,-,-,0,1,sentiments,33,12.7983,13.7183,-,-
S18_selected_tokens,S18_selected_tokens_0018,EH,36,0.07000000000000028,13.9388,14.0088,-,-,0,1,sentiments,35,13.7388,14.6488,-,-
S18_selected_tokens,S18_selected_tokens_0019,EH,38,0.08999999999999986,14.7883,14.8783,-,-,0,1,ventilates,37,14.6683,15.5183,-,-
S18_selected_tokens,S18_selected_tokens_0020,EH,40,0.07000000000000028,15.6787,15.7487,-,-,0,1,ventilates,39,15.5387,16.5187,-,-
S18_selected_tokens,S18_selected_tokens_0021,IY,42,0.16000000000000014,16.7075,16.8675,-,-,0,1,fieldwork,41,16.5375,17.4875,-,-
S18_selected_tokens,S18_selected_tokens_0022,IY,44,0.08000000000000185,17.7126,17.7926,-,-,0,1,fieldwork,43,17.5926,18.4526,-,-
S18_selected_tokens,S18_selected_tokens_0023,IY,46,0.15000000000000213,18.7216,18.8716,-,-,0,1,ceiling,45,18.5216,19.3016,-,-
S18_selected_tokens,S18_selected_tokens_0024,IY,48,0.08000000000000185,19.5522,19.6322,-,-,0,1,ceiling,47,19.3222,20.0822,-,-
S18_selected_tokens,S18_selected_tokens_0025,IY,50,0.14999999999999858,20.196,20.346,-,-,0,1,healers,49,20.106,20.866,-,-
S18_selected_tokens,S18_selected_tokens_0026,IY,52,0.10999999999999943,20.9634,21.0734,-,-,0,1,healers,51,20.8834,21.6634,-,-
S18_selected_tokens,S18_selected_tokens_0027,IY,54,0.14999999999999858,21.7621,21.9121,-,-,0,1,mealtime,53,21.6821,22.5121,-,-
S18_selected_tokens,S18_selected_tokens_0028,IY,56,0.08999999999999986,22.6043,22.6943,-,-,0,1,mealtime,55,22.5343,23.3943,-,-
S18_selected_tokens,S18_selected_tokens_0029,IY,58,0.14999999999999858,23.5027,23.6527,-,-,0,1,peeling,57,23.4127,24.1027,-,-
S18_selected_tokens,S18_selected_tokens_0030,IY,60,0.08999999999999986,24.2018,24.2918,-,-,0,1,peeling,59,24.1218,24.7518,-,-
S18_selected_tokens,S18_selected_tokens_0031,IY,62,0.16000000000000014,24.8896,25.0496,-,-,0,1,wheelchair,61,24.7696,25.6396,-,-
S18_selected_tokens,S18_selected_tokens_0032,IY,64,0.08999999999999986,25.7839,25.8739,-,-,0,1,wheelchair,63,25.6639,26.5539,-,-
S18_selected_tokens,S18_selected_tokens_0033,IY,66,0.10999999999999943,26.7132,26.8232,-,-,0,1,wielding,65,26.5732,27.3032,-,-
S18_selected_tokens,S18_selected_tokens_0034,IY,68,0.07000000000000028,27.4683,27.5383,-,-,0,1,wielding,67,27.3183,28.1083,-,-
S18_selected_tokens,S18_selected_tokens_0035,IY,70,0.120000000000001,28.4076,28.5276,-,-,0,1,steelworks,69,28.1676,29.1476,-,-
S18_selected_tokens,S18_selected_tokens_0036,IY,72,0.07000000000000028,29.4443,29.5143,-,-,0,1,steelworks,71,29.1943,30.2343,-,-
S18_selected_tokens,S18_selected_tokens_0037,IY,74,0.16000000000000014,30.2992,30.4592,-,-,0,1,dealership,73,30.2592,30.8992,-,-
S18_selected_tokens,S18_selected_tokens_0038,IY,76,0.08999999999999986,30.9635,31.0535,-,-,0,1,dealership,75,30.9235,31.5335,-,-
S18_selected_tokens,S18_selected_tokens_0039,IY,78,0.14999999999999858,31.6765,31.8265,-,-,0,1,wheelbarrow,77,31.5565,32.4165,-,-
S18_selected_tokens,S18_selected_tokens_0040,IY,80,0.09000000000000341,32.5627,32.6527,-,-,0,1,wheelbarrow,79,32.4627,33.3627,-,-
S18_selected_tokens,S18_selected_tokens_0041,OW,122,0.17999999999999972,48.6802,48.8602,-,-,0,1,coding,121,48.5802,49.2602,-,-
S18_selected_tokens,S18_selected_tokens_0042,OW,124,0.1699999999999946,49.4046,49.5746,-,-,0,1,coding,123,49.2846,49.9646,-,-
S18_selected_tokens,S18_selected_tokens_0043,OW,126,0.21000000000000085,50.0398,50.2498,-,-,0,1,goaded,125,49.9798,50.6198,-,-
S18_selected_tokens,S18_selected_tokens_0044,OW,128,0.21000000000000085,50.7069,50.9169,-,-,0,1,goaded,127,50.6669,51.2569,-,-
S18_selected_tokens,S18_selected_tokens_0045,OW,130,0.20000000000000284,51.3523,51.5523,-,-,0,1,hoses,129,51.2723,52.0923,-,-
S18_selected_tokens,S18_selected_tokens_0046,OW,132,0.19999999999999574,52.2222,52.4222,-,-,0,1,hoses,131,52.1122,53.0222,-,-
