a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20
1730.7,1680.9,1694.5,1729.6,1738.2,1681.6,1713.7,1754.5,1809,1844,1866.8,1865.4,1870.6,1873.7,1874.6,1879,1876.4,1872.4,1888.9,1908.8
1501.8,1261.3,1087.5,1061.3,968.8,791.4,1755.7,2132,2129.5,2130.8,2133.8,2134.8,2131.3,2124.1,2116.1,2107.8,2099.4,2095.3,2106.2,2125.1
1830,1809.7,1802.1,1813.7,1824,1907,1967.5,2019,2031.7,2000.8,1987.2,2001.7,2012,2023.9,2025.7,2028.9,2036.5,2037.9,2042.5,2049.2
1858.9,1943.2,1982.7,2015.2,2071.6,2086.6,1940.5,1766.9,1702.6,1762,1912.5,2182.7,2183.8,2186.5,2184.6,2190,2179.8,2173.7,2174.1,2165.2
1658.2,1676.2,1693.3,1693.5,1667,1710.2,1751.9,1756.8,1753,1749.5,1756.7,1766.3,1781.6,1784.5,1787.6,1792.1,1796.7,1794.9,1795.6,1802.4
1666.8,1670.1,1674.6,1680.6,1587.4,1601.7,1632.7,1674.6,1680.8,1633.6,1746.6,1909.1,1912.3,1912.6,1909.3,1907.6,1898.6,1886.6,1885,1886
1692.6,1671.3,1645.9,1596.2,1435,1441.3,1516,1627.3,1655.3,1743.1,1747.5,1746,1743.8,1741.4,1736.9,1739.5,1738.9,1736.3,1735.8,1734.9
1558.8,1504.4,1218.5,1249.1,1362.5,1416.4,1632.6,1631.4,1632.3,1623.3,1623.5,1618.8,1623.4,1625.4,1629.6,1634.6,1641.7,1634.3,1631.4,1625.8
1749.4,1717,1549,1496.3,1489.3,1559.8,1733.6,1847.6,1909.8,1948.2,1945.7,1934.2,1934.6,1933.1,1936.7,1942.8,1949.5,1952.4,1958.6,1964
1862.8,1879.7,1907.4,1890.3,1869.1,1828.2,1895.6,2006.4,2058.9,2068.2,2075,2081.3,2084,2085,2085.7,2083.9,2070.7,2069.2,2073.5,2084.9
1709.7,1723.9,1742.7,1725,1477.8,1344.6,1286.8,1342.2,1534.7,1717.2,1835.3,1929.1,2073.6,2075,2075.4,2074.3,2069.3,2048.6,2020.8,2010.3
1442.5,1376.3,1683.9,1858.4,1816.9,1884.3,1931.5,2007.9,2098.8,2116.6,2136.7,2154.7,2164.1,2166,2165.2,2159.3,2164.1,2114.9,2155.1,2278.8
1702.6,1715.5,1637.1,1400,1489.1,1549.1,1499.6,1744.8,1832.1,1886.7,1983.3,1978.3,1974.4,1973.1,1973,1977.3,1978.3,1955.3,1941.5,1945.4
1726,1666.7,1536.4,1411.7,1435,1504.2,1593.7,1573.8,2107.3,2106.2,2109.4,2110.2,2108,2104.1,2099.9,2095.7,2081.7,2072.8,2090.6,2127
