time,f1,b1,f2,b2,f3,b3,f1p,f2p,f3p,f0,intensity,harmonicity
0.025000,293.9,39.3,2187.7,164.1,2589.1,1330.2,307.3,2182.5,2648.6,176.8,73.2,25.2
0.027000,296.2,41.9,2185.0,152.1,2615.5,1108.0,307.2,2182.8,2648.3,176.9,73.3,26.2
0.029000,298.7,44.9,2181.3,136.2,2639.4,962.4,307.2,2183.1,2647.9,177,73.4,27.4
0.031000,301.0,47.0,2177.9,121.5,2656.2,881.8,307.1,2183.6,2647.3,177.1,73.4,28.6
0.033000,302.6,47.6,2175.9,109.6,2669.1,855.4,307,2184.2,2646.5,177.3,73.5,29.7
0.035000,303.5,47.1,2175.7,102.9,2676.6,858.0,306.9,2185,2645.6,177.4,73.6,30.4
0.037000,304.2,46.6,2177.1,100.1,2678.2,849.7,306.7,2185.8,2644.5,177.6,73.7,30.6
0.039000,305.1,46.8,2179.4,100.2,2674.2,807.8,306.6,2186.7,2643.2,177.8,73.7,30.4
0.041000,306.5,48.0,2181.4,101.4,2665.7,727.7,306.5,2187.7,2641.8,178,73.8,30.1
0.043000,308.2,49.8,2182.5,102.5,2656.1,642.1,306.3,2188.7,2640.3,178.2,73.8,29.9
0.045000,309.6,51.2,2183.7,103.6,2650.6,583.1,306.2,2189.7,2638.6,178.3,73.9,30
0.047000,310.2,51.5,2185.7,104.9,2652.6,573.9,306.2,2190.7,2636.8,178.5,74,30.7
0.049000,310.1,51.0,2187.9,106.4,2656.1,597.3,306.1,2191.7,2634.8,178.8,74,31.8
0.051000,310.0,50.1,2189.0,108.4,2649.9,613.9,306.1,2192.7,2632.8,179,74.1,33
0.053000,309.9,49.2,2189.3,112.0,2632.8,597.6,306.1,2193.6,2630.6,179.2,74.1,34
0.055000,310.0,48.6,2189.2,116.7,2612.2,550.2,306.2,2194.3,2628.4,179.4,74.2,34.5
0.057000,310.5,48.8,2189.5,120.3,2597.5,496.0,306.3,2195,2626.1,179.6,74.2,34.4
0.059000,311.4,49.3,2192.8,124.1,2588.9,454.1,306.5,2195.5,2623.7,179.9,74.2,33.8
0.061000,312.0,49.1,2199.7,130.8,2585.6,439.9,306.7,2195.9,2621.2,180.1,74.3,33.1
0.063000,312.1,48.0,2209.0,141.4,2584.7,444.7,307,2196.1,2618.7,180.3,74.3,32.2
0.065000,311.9,46.9,2216.5,152.4,2584.8,450.6,307.4,2196,2616.2,180.6,74.3,31.5
0.067000,312.0,46.6,2220.3,159.9,2587.7,450.0,307.9,2195.8,2613.6,180.8,74.3,30.8
0.069000,312.8,47.5,2220.0,160.4,2595.5,448.7,308.4,2195.3,2611,181,74.3,30
0.071000,314.1,49.2,2216.7,156.3,2607.9,453.3,309,2194.6,2608.4,181.3,74.3,29.2
0.073000,315.5,50.7,2212.0,153.3,2619.9,459.6,309.7,2193.7,2605.8,181.5,74.3,28.6
0.075000,316.4,51.3,2207.1,156.2,2627.6,459.2,310.4,2192.5,2603.3,181.8,74.3,28.3
0.077000,316.4,51.0,2204.0,166.4,2628.7,451.7,311.2,2191,2600.7,182,74.3,28.5
0.079000,315.8,50.2,2203.0,182.7,2623.0,438.9,312,2189.3,2598.3,182.2,74.3,29
0.081000,315.1,49.8,2202.4,201.1,2612.0,419.1,312.9,2187.3,2595.8,182.4,74.3,29.8
0.083000,314.8,50.0,2198.3,220.2,2598.7,385.6,313.9,2185.1,2593.5,182.7,74.3,30.5
0.085000,315.0,51.0,2188.2,232.9,2589.3,342.2,314.8,2182.6,2591.2,182.9,74.3,31
0.087000,315.7,52.5,2174.8,235.9,2584.9,302.0,315.8,2179.9,2588.9,183.1,74.2,31.3
0.089000,316.5,54.2,2160.9,231.7,2580.4,267.4,316.8,2177,2586.8,183.3,74.2,31.4
0.091000,317.4,55.6,2150.6,223.4,2573.2,241.6,317.8,2173.9,2584.8,183.5,74.2,31.5
0.093000,318.2,56.8,2145.0,211.6,2564.2,223.2,318.8,2170.6,2582.8,183.7,74.2,31.6
0.095000,319.0,57.7,2145.0,197.2,2558.4,217.0,319.8,2167.1,2581,183.9,74.2,32
0.097000,320.0,58.6,2147.9,179.8,2557.9,223.8,320.7,2163.4,2579.2,184.1,74.2,32.5
0.099000,320.9,59.3,2149.7,163.5,2561.3,240.7,321.6,2159.6,2577.6,184.2,74.2,33.3
0.101000,321.4,59.7,2149.0,149.6,2567.0,264.4,322.4,2155.6,2576,184.4,74.2,34.2
0.103000,321.5,59.6,2147.2,140.7,2573.7,287.0,323.2,2151.6,2574.5,184.6,74.1,34.9
0.105000,321.4,59.0,2145.4,136.3,2580.7,304.3,323.9,2147.5,2573.2,184.7,74.1,35.5
0.107000,321.4,58.3,2144.0,137.4,2584.6,313.6,324.5,2143.3,2571.9,184.9,74.1,35.9
0.109000,321.2,57.2,2142.1,144.3,2585.2,323.5,325,2139,2570.7,185,74.1,36.2
