time,f1,b1,f2,b2,f3,b3,f1p,f2p,f3p,f0,intensity,harmonicity
0.025000,638.9,104.0,2063.8,151.5,2930.3,294.3,645.3,2013.7,2856.2,231.7,76.8,8.6
0.027000,649.7,97.4,2060.7,134.9,2938.3,293.1,646.7,2013.7,2856.8,231.6,76.9,9.8
0.029000,657.0,94.4,2054.6,124.3,2941.5,284.0,649.1,2013.7,2857.7,231.5,76.9,11.2
0.031000,661.5,93.4,2048.3,118.1,2941.3,273.5,652.5,2013.7,2859.1,231.4,76.8,12.5
0.033000,663.6,93.6,2044.2,115.7,2940.9,272.7,656.8,2013.7,2860.7,231.3,76.7,13.7
0.035000,665.2,95.4,2041.3,118.6,2937.6,290.0,662,2013.8,2862.8,231.2,76.6,14.6
0.037000,668.8,99.6,2038.0,128.5,2923.0,321.9,668.2,2013.9,2865.1,231.1,76.4,15.1
0.039000,675.4,105.7,2034.7,143.1,2895.9,335.9,675.2,2014,2867.8,231,76.3,15.2
0.041000,683.9,112.2,2032.6,157.1,2870.8,305.5,683.1,2014.3,2870.8,231,76.1,15.2
0.043000,692.0,118.9,2031.8,168.3,2860.6,258.8,691.9,2014.6,2874.1,230.9,76,15.2
0.045000,699.2,126.4,2029.2,180.4,2858.0,225.9,701.4,2015,2877.7,230.8,75.9,15.3
0.047000,705.6,133.5,2022.5,193.4,2855.0,209.7,711.8,2015.5,2881.6,230.7,75.8,15.5
0.049000,711.9,140.0,2012.5,207.8,2847.9,203.2,722.8,2016.1,2885.6,230.6,75.6,15.9
0.051000,717.9,147.3,2001.2,226.4,2837.0,202.5,734.6,2016.9,2890,230.6,75.5,16.2
0.053000,724.1,156.7,1987.5,252.7,2823.2,210.6,747,2017.9,2894.4,230.5,75.4,16.5
0.055000,731.2,168.2,1969.5,283.9,2806.3,236.4,760.1,2019,2899.1,230.5,75.3,16.7
0.057000,740.6,183.9,1948.8,318.3,2782.4,295.6,773.7,2020.4,2903.9,230.4,75.2,16.7
0.059000,752.9,205.8,1932.9,356.1,2752.7,392.2,787.9,2022,2908.9,230.4,75.2,16.7
0.061000,767.0,231.1,1922.1,394.0,2731.0,482.8,802.5,2023.8,2913.9,230.4,75.2,16.6
0.063000,779.9,253.0,1909.9,426.8,2727.3,515.7,817.5,2025.8,2919,230.4,75.2,16.6
