inputfile,outputfile,vowel,interval,duration,start,end,previous_sound,next_sound,omit,stress,word,word_interval,word_start,word_end,previous_word,next_word
S03_selected_tokens,S03_selected_tokens_0001,EH,2,0.09999999999999999,0.05,0.15,-,-,0,1,dental,1,0,0.58,-,-
S03_selected_tokens,S03_selected_tokens_0002,EH,4,0.06999999999999995,0.66,0.73,-,-,0,1,dental,3,0.6,1.16,-,-
S03_selected_tokens,S03_selected_tokens_0003,EH,6,0.07999999999999985,1.3442,1.4242,-,-,0,1,friendless,5,1.1842,1.9242,-,-
S03_selected_tokens,S03_selected_tokens_0004,EH,8,0.06000000000000005,2.1542,2.2142,-,-,0,1,friendless,7,1.9442,2.7742,-,-
S03_selected_tokens,S03_selected_tokens_0005,EH,10,0.0900000000000003,2.9092,2.9992,-,-,0,1,gemstone,9,2.8192,3.5492,-,-
S03_selected_tokens,S03_selected_tokens_0006,EH,12,0.08000000000000007,3.6512,3.7312,-,-,0,1,gemstone,11,3.5712,4.3912,-,-
S03_selected_tokens,S03_selected_tokens_0007,EH,14,0.08999999999999986,4.5541,4.6441,-,-,0,1,lemon,13,4.4841,5.0141,-,-
S03_selected_tokens,S03_selected_tokens_0008,EH,16,0.07000000000000028,5.1281,5.1981,-,-,0,1,lemon,15,5.0381,5.6081,-,-
S03_selected_tokens,S03_selected_tokens_0009,EH,18,0.10000000000000053,5.8199,5.9199,-,-,0,1,spenders,17,5.6599,6.4399,-,-
S03_selected_tokens,S03_selected_tokens_0010,EH,20,0.09000000000000075,6.6385,6.7285,-,-,0,1,spenders,19,6.4885,7.2785,-,-
S03_selected_tokens,S03_selected_tokens_0011,EH,22,0.11000000000000032,7.3716,7.4816,-,-,0,1,tendons,21,7.3016,8.0416,-,-
S03_selected_tokens,S03_selected_tokens_0012,EH,24,0.08000000000000007,8.1517,8.2317,-,-,0,1,tendons,23,8.0617,8.8817,-,-
S03_selected_tokens,S03_selected_tokens_0013,EH,26,0.11000000000000121,9.0438,9.1538,-,-,0,1,venture,25,8.9338,9.5838,-,-
