file,f0,duration,label,group,color,number,cutoff,f11,f21,f31,f12,f22,f32,f13,f23,f33,f14,f24,f34,f15,f25,f35,f16,f26,f36,f17,f27,f37,f18,f28,f38,f19,f29,f39
S10_selected_tokens_0001,197,0.08,EH,8,Black,1,7842,630,2026,3078,674,2033,3168,742,2030,3160,781,2014,3168,786,2011,3156,772,1993,3142,748,1991,3108,687,1960,3120,593,1940,3138
S10_selected_tokens_0002,200.7,0.058,EH,8,Black,2,5947,493,2138,2916,525,2150,2929,548,2147,2955,563,2127,2947,567,2115,2929,573,2111,2961,570,2106,3004,546,2091,3012,520,2052,3022
S10_selected_tokens_0003,201.5,0.078,EH,8,Black,3,6263,795,1621,2310,809,1693,2436,806,1776,2578,798,1830,2714,787,1880,2909,777,1904,3122,764,1886,3251,717,1835,3275,673,1799,3294
S10_selected_tokens_0004,202.1,0.048,EH,8,Black,4,5316,508,1634,2244,520,1669,2272,535,1757,2354,534,1842,2415,530,1942,2473,522,2008,2568,505,2035,2735,488,2042,2994,471,2027,3120
S10_selected_tokens_0005,185.2,0.098,EH,8,Black,5,5474,539,1984,2743,580,1815,2699,614,1710,2678,708,1752,2746,744,1774,2816,735,1772,2821,725,1762,2832,686,1725,2795,621,1672,2764
S10_selected_tokens_0006,190.9,0.058,EH,8,Black,6,5474,419,2133,2783,435,2117,2740,454,2109,2757,472,2096,2854,479,2099,2883,486,2088,2859,481,2067,2821,467,2034,2788,436,1921,2752
S10_selected_tokens_0007,189.3,0.07,EH,8,Black,7,7053,637,1514,3205,691,1588,3162,746,1661,3172,758,1689,3181,755,1700,3187,750,1712,3206,743,1720,3212,718,1716,3178,664,1696,3157
S10_selected_tokens_0008,191.9,0.078,EH,8,Black,8,6105,432,1546,3218,465,1614,3243,495,1719,3213,501,1737,3130,512,1794,3153,543,1875,3140,530,1862,3161,515,1838,3105,501,1781,2984
S10_selected_tokens_0009,184.5,0.098,EH,8,Black,9,5947,646,1788,2694,742,1767,2745,796,1798,2707,823,1866,2731,784,1901,2786,752,1937,2906,739,1982,2956,683,1986,3058,598,1956,3063
S10_selected_tokens_0010,194.8,0.078,EH,8,Black,10,5789,437,2032,2715,465,2102,2715,498,2132,2800,517,2134,2925,528,2144,2982,537,2135,3017,540,2134,3026,531,2117,3040,512,2094,3033
S10_selected_tokens_0011,196.7,0.078,EH,8,Black,11,5632,662,2267,2897,712,2109,3182,697,1910,2837,732,1966,2731,738,2011,2753,740,2057,2858,715,2044,2870,677,2031,2932,614,2002,2961
S10_selected_tokens_0012,194.1,0.08,EH,8,Black,12,7526,423,2344,3312,510,2277,3237,552,2238,3165,561,2220,3114,555,2208,3013,540,2208,2996,515,2162,3018,486,2121,3060,444,2082,3080
S10_selected_tokens_0013,178.5,0.098,EH,8,Black,13,5474,520,1859,2721,568,1883,2697,629,1953,2672,659,2016,2691,629,2001,2768,628,2032,2808,592,2041,2843,560,2052,2939,510,2043,2962
S10_selected_tokens_0014,184.1,0.078,EH,8,Black,14,6421,475,2157,2980,490,2184,3056,494,2235,3141,502,2246,3110,512,2250,3093,513,2248,3106,500,2173,3170,492,2173,3227,473,2149,3304
S10_selected_tokens_0015,189.7,0.08,EH,8,Black,15,8000,644,2379,3681,654,2285,3661,734,2325,3692,955,2486,3752,1042,2567,3832,1092,2581,3879,1119,2547,3820,1179,2475,3674,1281,2443,3497
S10_selected_tokens_0016,188.4,0.048,EH,8,Black,16,5632,427,2127,2749,452,2104,2736,492,2079,2724,511,2048,2714,523,2052,2726,529,2057,2749,533,2060,2767,534,2052,2798,522,2028,2819
S10_selected_tokens_0017,184.1,0.088,EH,8,Black,17,7526,575,2017,2793,620,1998,2902,691,2064,2902,734,2126,2970,722,2119,2892,680,2069,2938,654,2083,3071,620,2039,3151,534,1964,3168
S10_selected_tokens_0018,185.2,0.068,EH,8,Black,18,7368,418,2035,2824,483,2081,2873,527,2137,2925,542,2150,2944,548,2104,2945,549,2078,2985,540,2052,3037,517,2033,3111,488,2012,3157
S10_selected_tokens_0019,205.2,0.12,IY,13,Pink,19,6737,322,2503,3334,366,2543,3396,375,2547,3408,380,2585,3282,396,2592,3009,411,2457,2733,441,1973,2767,457,1547,2876,499,1370,2969
S10_selected_tokens_0020,199.7,0.058,IY,13,Pink,20,6579,447,1896,2897,488,1926,2898,524,1909,2900,565,1817,2932,584,1746,2921,601,1631,2974,616,1552,3080,632,1475,3074,636,1386,3079
S10_selected_tokens_0021,198.7,0.128,IY,13,Pink,21,6737,366,2534,3241,379,2557,3314,387,2587,3322,392,2595,3295,397,2565,3039,410,2440,2743,438,1931,2907,492,1663,3102,522,1480,3284
S10_selected_tokens_0022,198.5,0.08,IY,13,Pink,22,6263,439,2207,3352,471,2218,3369,553,2265,3588,651,2363,3654,658,2316,3639,678,1930,3516,643,1716,3566,621,1586,3628,644,1520,3705
S10_selected_tokens_0023,192.9,0.128,IY,13,Pink,23,7053,293,2654,3715,362,2645,3601,383,2661,3326,393,2687,2971,384,2649,2733,386,2577,2854,398,1987,3157,416,1522,2961,467,1306,3087
S10_selected_tokens_0024,200.1,0.08,IY,13,Pink,24,6105,2320,2567,4258,1562,2597,4139,504,2571,4153,606,2254,3682,652,2166,3508,701,2075,3279,747,1565,3253,637,1522,3430,690,1430,3401
S10_selected_tokens_0025,196.3,0.108,IY,13,Pink,25,5000,390,2454,2808,401,2676,3212,401,2673,3252,399,2642,3122,408,2552,3034,438,2377,2939,505,2075,2948,593,1697,3113,684,1532,3246
S10_selected_tokens_0026,191.6,0.078,IY,13,Pink,26,6105,415,1879,2837,458,1950,2908,486,1941,2899,517,1893,2972,535,1831,3044,559,1676,3117,592,1586,3178,597,1474,3262,618,1386,3292
S10_selected_tokens_0027,203.4,0.156,IY,13,Pink,27,6105,289,2671,3647,382,2665,3622,396,2659,3515,407,2661,3315,411,2631,3229,415,2612,2670,439,2036,2931,507,1695,3148,527,1496,3145
S10_selected_tokens_0028,200.9,0.108,IY,13,Pink,28,5632,2366,3093,4741,1525,3193,4348,704,2630,4181,609,1826,2911,654,1854,3177,675,1781,3389,649,1581,3189,633,1508,3166,621,1386,3430
S10_selected_tokens_0029,199.3,0.108,IY,13,Pink,29,5789,361,1788,2700,363,2271,2747,369,2473,2795,384,2539,2804,400,2407,2831,411,2267,2815,418,1986,2807,445,1550,2906,522,1416,3057
