a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20
2094.7,2181.8,2612.9,2928.1,2964.2,2963.7,2980.5,2995.2,3005.5,3013.2,3020.1,3028.6,3043.4,3062.9,3059,3062.2,3061.9,3082,3136.1,3224.1
2223.2,2274.2,2571.6,2858.7,2944.5,2951.9,2963.3,2972.8,2980.8,2988.8,2998,3011.1,3025.9,3018.1,3001.4,3007.2,3026.1,3060.3,3114.8,3205.5
2494.3,2566.8,2733.6,2799.1,2818.3,2827.2,2841.6,2858.2,2876.2,2895.1,2911.1,2928,2908.9,2898.6,2887.9,2905.5,2937.7,2953.8,2975.6,3556.9
2580.4,2576.2,2573.7,2588.2,2597.8,2615.8,2629,2650.4,2667.7,2681.1,2700.5,2709.6,2708.6,2703.8,2702.5,2712,2725.7,2749.4,3107,3780.3
2426.8,2629.8,2756.6,2766.1,2785.4,2806.3,2826.2,2843,2859.3,2875.7,2892.3,2904.8,2911.7,2929.2,2927.8,2950.9,3006,3043.9,3083.1,3295.1
2751.1,2759.1,2779.6,2803.7,2823.9,2839.9,2857.2,2869.6,2878.2,2899.9,2934.1,2960.9,2976.3,3003.9,3032.6,3087.4,3204,3371.6,3547.6,3607.6
2975.1,3059.8,3057.7,3041.3,3059,3078.7,3101.3,3125.9,3152,3178.3,3203,3224.5,3205.6,3184.9,3207.2,3250.3,3330.4,3443.4,3553.6,3637.9
2058.8,2060.1,2624.9,3137.4,3112.5,3117.4,3134.2,3149.7,3164.3,3173,3178.3,3182.5,3146.5,3166.9,3237.6,3349.4,3454.4,3529.8,3568.5,3593.7
1949.2,2192.2,2613.6,2824.1,2821.6,2833.9,2849,2857.2,2861.3,2865.7,2871.8,2882.3,2885.9,2889.6,2886.5,2883.1,2910,2973.4,3200.9,3400.2
2490.6,2720.1,2814.6,2895.9,2903.1,2917.1,2935.4,2952.2,2967.4,2979.8,2991.2,3004.2,3005.8,3001.9,2991.7,2982.2,2987.1,3015.7,3121.2,3370.4
2444.3,2656.1,2755.7,2844,2887.6,2938.7,2956.4,2979.1,3000,3014.1,3082.6,3102.4,3095.4,3117.3,3025.6,3065.5,3104.4,3211,3439.8,3591.4
2863.5,2942.9,2985.1,2984.1,2990.5,3000.7,3014.6,3032,3052.3,3073.8,3096.2,3118.4,3121.6,3107.8,3084.6,3078.2,3112.3,3194.7,3345.8,3491.9
2095.6,2444,2760.7,2790.4,2803.6,2818.8,2833.4,2848,2860.5,2870.9,2880.5,2883,2858.2,2834.5,2841.2,2859.2,2893.6,3019.2,3594.9,3695.4
2214.7,2215.4,2464.3,2828.4,2971.1,3045.8,3084.7,3102.1,3117.6,3130.1,3137.9,3145.6,3144.6,3133.7,3104.3,3089.3,3115.6,3173.7,3284.3,3443.1
2207.6,2545.3,2612.7,2647.7,2667.5,2686.2,2693.2,2690.9,2687.9,2684.8,2689.1,2688.3,2690,2707.5,2730.6,2758.9,2884.7,3276.4,3710.7,3719.4
2488.8,2721.6,2725.4,2740.9,2753.2,2766.9,2775.3,2784.7,2791.7,2804.2,2820.7,2833.5,2821.7,2837.9,2846.9,2873.6,2909.6,2996.4,3150.1,3350
2131.8,2123.2,2525.7,2804.2,2835,2872.2,2908.3,2923.8,2970.9,2987.9,3015.1,3039.8,3052.9,3063.9,3046.1,3004.6,2973,3019.2,3139.1,3408.3
2149.1,2140.8,2296.8,2898.9,2947.4,2955.8,2969.4,2984.4,2998.8,3010.3,3018.4,3026.6,3029.9,2998.1,2978.7,2977.1,3004.7,3061.2,3327.3,3619.4
2786.1,2887.4,2952.3,2994.7,3033.2,3044.8,3060.2,3070.6,3067.2,3068,3075,3091,3103.2,3141,3190.9,3245.8,3416,3500.3,3571.9,3660.4
2367.8,2677.3,2874.9,2875.8,2890.8,2910.2,2924.6,2941.4,2956.6,2962.2,2971.9,2988.3,2996.2,3012.5,3050.1,3122.2,3282.1,3536.4,3873.1,3892.1
2656.9,2843.8,3001.4,3025.3,3032.7,3051,3077.2,3099,3111.8,3121.7,3128.8,3140.4,3121,3129.5,3159,3219.8,3368.2,3510,3612.7,3634.8
2345.8,2598.5,2694.5,2808,2945.8,3020.4,3059.5,3087.2,3108.7,3124.4,3151.8,3170.8,3148.3,3133.4,3165.9,3218.1,3308.2,3455.4,3573.4,3637.5
2680.9,2881.1,2929.8,2985.4,3002.8,3006.5,3026.2,3037.9,3062.4,3073.9,3080,3088.6,3104.2,3163.3,3290.2,3479.7,3629.7,3705.9,3717.6,3743.6
2487.5,2741.1,2847.4,2855.5,2872.4,2926.5,2905.1,2917.9,2934.6,2940.3,2998.6,3045.7,3075.6,3126,3155.6,3207.7,3311.8,3677.8,3745.7,3793
2326.6,2458.4,2918.3,3068.5,3049.2,3053.1,3073.6,3101.1,3126.4,3128.9,3015.4,3034.9,3081.7,3216.5,3385.4,3512.9,3572.1,3632.9,3658.2,3693
1768.4,1890,2521.7,3036.8,3024.6,3029.2,3040.9,3056.4,3055.9,3050.6,3044.4,3034.7,3035.5,3065.2,3119,3196.7,3277,3334.9,3370.2,3389.9
2657.6,2697.7,2888,3006,3096,3219.2,3251.3,3252.7,3265.2,3289.2,3288.9,3323.2,3290.8,3284.2,3371.2,3414.4,3447.9,3468.4,3491.4,3497.1
2056,2252.2,2689.8,2888.7,2895.4,2935.9,2954.4,2969,3001.9,2999.9,3020.7,3027.4,3077.9,3072.3,3168.1,3225.6,3510.9,3740.4,3870.8,3923.9
2570.9,2672.3,2802.5,2805.7,2815.8,2829.7,2841.7,2845.3,2838.5,2827.1,2814.1,2827.9,2850.8,2896.8,2970,3094,3365.3,3545.2,3577.5,3614.2
2648.1,2794.3,2794.6,2802.7,2815,2828.6,2839.5,2843.6,2835.4,2824.7,2824.6,2837.4,2870.2,2933.1,3063.5,3437.6,3550.2,3600.4,3626.6,3613.5
2567.6,2664.7,2713.6,2805.2,2810.1,2822.4,2835.5,2842,2835.7,2827,2818.8,2829.8,2882.5,2938.4,2984.4,3036.2,3235.6,3256.5,3334,3397.4
2448.3,2811.4,2841.7,2842.4,2848.3,2856,2864.3,2869.4,2865.7,2861.3,2863.4,2867.1,2877.8,2905.4,2950.1,3013.7,3436.6,3530,3532.2,3663.1
2548.8,2699.3,2798.6,2823.8,2859.2,2885.6,2921.1,2950.3,2967.3,2984.9,3002.3,3011.1,2978.2,3026.3,3038.2,3069.4,3235.2,3377.1,3560.2,3733.4
2328.2,2753.3,2763.9,2781.6,2804.8,2826.2,2840.5,2867.5,2883.8,2895.7,2911.9,2910.7,2905.5,2912.8,2938.7,2973.9,3018,3388.7,3782.4,3857.9
